"hazard.ratio.D","pvalue.D","taxa","n.patient","n.death","low.bound.D","upper.bound.D","hazard.ratio.C","pvalue.C","taxa","low.bound.C","upper.bound.C"
0.758672816688167,0.78572152926795,"order_Hypocreales",102,45,0.103596717235823,5.55601044260237,0.584397940542612,0.596638706807585,"order_Hypocreales",0.0799371283689179,4.27236954690557
NA,NA,"order_Kinetoplastida",104,46,NA,NA,NA,NA,"order_Kinetoplastida",NA,NA
1.52466423333319,0.339776696128866,"order_Lactobacillales",89,40,0.641338755362511,3.62460712839899,1.36687898643411,0.478317629923602,"order_Lactobacillales",0.576133156250629,3.24292768656828
NA,NA,"order_Lamiales",104,46,NA,NA,NA,NA,"order_Lamiales",NA,NA
NA,NA,"order_Magnaporthales",104,46,NA,NA,NA,NA,"order_Magnaporthales",NA,NA
0.792378496691606,0.439673224013991,"order_Malasseziales",65,25,0.439125885983325,1.42980339365166,0.739888071141157,0.317120209236011,"order_Malasseziales",0.410050138214435,1.33504249065928
NA,NA,"order_Malpighiales",104,46,NA,NA,NA,NA,"order_Malpighiales",NA,NA
NA,NA,"order_Malvales",104,46,NA,NA,NA,NA,"order_Malvales",NA,NA
0.782177367858375,0.80951274687918,"order_Mamiellales",103,45,0.106118963597125,5.76524132965081,1.12592173248641,0.908214214537414,"order_Mamiellales",0.149921405672884,8.45576215081125
NA,NA,"order_Methanosarcinales",0,0,NA,NA,NA,NA,"order_Methanosarcinales",NA,NA
NA,NA,"order_Methylococcales",0,0,NA,NA,NA,NA,"order_Methylococcales",NA,NA
0.567034749869006,0.199168501837224,"order_Micrococcales",93,40,0.238497878450146,1.34813948722909,0.693549968484606,0.405435049144555,"order_Micrococcales",0.292873240814526,1.642388213574
0.726122216894919,0.374182966938311,"order_Micromonosporales",87,36,0.358479812745694,1.47080380853252,0.79935203646368,0.536459653769213,"order_Micromonosporales",0.39297337129661,1.62597194840551
0.741167584623885,0.367185448494289,"order_Mycoplasmatales",66,31,0.386527818114675,1.42118978959033,0.926231410468749,0.8102581772184,"order_Mycoplasmatales",0.495494730130811,1.73141019181464
1.41271439159395,0.732955059594273,"order_Myrtales",101,45,0.194127177586695,10.2806931879766,1.31505112140502,0.787078774111728,"order_Myrtales",0.180244336611038,9.59452865162971
1.8664427639326,0.300002277801412,"order_Myxococcales",94,43,0.57346327463796,6.07468471845147,2.09734470377458,0.219204787741966,"order_Myxococcales",0.643479289213506,6.83604722045956
NA,NA,"order_Natrialbales",0,0,NA,NA,NA,NA,"order_Natrialbales",NA,NA
1.26298096958587,0.518624687910519,"order_Naviculales",81,36,0.621591111894475,2.56619005486499,1.21590496333914,0.587190839133167,"order_Naviculales",0.600348621412625,2.46261060181003
0.959533284488147,0.898226202905089,"order_Neisseriales",36,14,0.509506729201175,1.80704997848434,0.938719468073601,0.844593998278971,"order_Neisseriales",0.498801854893471,1.76662181805355
1.95341789726379,0.356972631970429,"order_Nitrosomonadales",97,44,0.469958140001386,8.119534819291,2.38144050322207,0.235425000210503,"order_Nitrosomonadales",0.56799292376782,9.98473507868006
NA,NA,"order_Nymphaeales",104,46,NA,NA,NA,NA,"order_Nymphaeales",NA,NA
1.36056548464519,0.307216119316099,"order_Oceanospirillales",50,23,0.753433744416205,2.45693593063335,1.32346465894631,0.349085111564601,"order_Oceanospirillales",0.736120200307562,2.37944659411334
0.829941180040772,0.533896207905254,"order_Ortervirales",46,20,0.461305264841413,1.4931595514399,0.815929010153187,0.496767755757198,"order_Ortervirales",0.453787183437485,1.46707569959669
1.95341789726379,0.356972631970429,"order_Pasteurellales",97,44,0.469958140001386,8.119534819291,2.38144050322207,0.235425000210503,"order_Pasteurellales",0.56799292376782,9.98473507868006
1.37091954851978,0.668636595627464,"order_Piroplasmida",101,44,0.323306736094288,5.81311862294629,0.68846716656127,0.607216019512307,"order_Piroplasmida",0.165870065450259,2.85758034848693
NA,NA,"order_Poales",104,46,NA,NA,NA,NA,"order_Poales",NA,NA
0.628398730206141,0.119488027077431,"order_Propionibacteriales",52,20,0.350138797590579,1.12779551092888,0.675827392038467,0.191059738912288,"order_Propionibacteriales",0.375618692122782,1.21597426701069
2.14986287132069,0.29159281928394,"order_Pseudomonadales",96,44,0.518380165655829,8.9160632904151,2.65793976813852,0.180038166960226,"order_Pseudomonadales",0.636612809949397,11.0972379139116
0.927776980734655,0.886776942012604,"order_Pseudonocardiales",94,42,0.330592242090743,2.60372149248694,1.01983005790052,0.970159929700362,"order_Pseudonocardiales",0.364515669653441,2.85324729108684
9223389.88417897,0.996269149026385,"order_Pyrenomonadales",102,46,0,Inf,25281918.5482948,0.997208415151925,"order_Pyrenomonadales",0,Inf
NA,NA,"order_Ranunculales",104,46,NA,NA,NA,NA,"order_Ranunculales",NA,NA
1.62922262042072,0.307234964298196,"order_Rhizobiales",87,41,0.638363873750418,4.15807732241493,1.94536740404681,0.164156919742105,"order_Rhizobiales",0.761824826840083,4.9676174934139
2.23198295361561,0.268323733332562,"order_Rhodobacterales",95,44,0.538627822945409,9.24896132915803,2.80476740366655,0.156648223237329,"order_Rhodobacterales",0.67317558980412,11.6859855107929
NA,NA,"order_Rhodocyclales",0,0,NA,NA,NA,NA,"order_Rhodocyclales",NA,NA
1.27946315143749,0.428465455948073,"order_Rhodospirillales",60,30,0.695193671698436,2.35477683777947,1.67198693128994,0.0993482422156116,"order_Rhodospirillales",0.907289365162599,3.08120033778125
NA,NA,"order_Rickettsiales",0,0,NA,NA,NA,NA,"order_Rickettsiales",NA,NA
NA,NA,"order_Rosales",104,46,NA,NA,NA,NA,"order_Rosales",NA,NA
NA,NA,"order_Saccharomycetales",104,46,NA,NA,NA,NA,"order_Saccharomycetales",NA,NA
NA,NA,"order_Sapindales",104,46,NA,NA,NA,NA,"order_Sapindales",NA,NA
1.09510347453199,0.825211043135358,"order_Schizosaccharomycetales",89,39,0.488991374434137,2.45250056060766,1.12747370479315,0.77075714056512,"order_Schizosaccharomycetales",0.503058890564236,2.52693467672187
NA,NA,"order_Solanales",104,46,NA,NA,NA,NA,"order_Solanales",NA,NA
NA,NA,"order_Sordariales",104,46,NA,NA,NA,NA,"order_Sordariales",NA,NA
1.95341789726379,0.356972631970429,"order_Sphingomonadales",97,44,0.469958140001386,8.119534819291,2.38144050322207,0.235425000210503,"order_Sphingomonadales",0.56799292376782,9.98473507868006
NA,NA,"order_Streptomycetales",104,46,NA,NA,NA,NA,"order_Streptomycetales",NA,NA
0.806016081474908,0.581629392815466,"order_Streptosporangiales",22,8,0.374284948397334,1.73574151559656,0.963642467834566,0.925388933361246,"order_Streptosporangiales",0.443905878976283,2.09190021982995
NA,NA,"order_Synechococcales",0,0,NA,NA,NA,NA,"order_Synechococcales",NA,NA
3323108.24694328,0.997492214574278,"order_Thalassiosirales",103,46,0,Inf,3328944.18376227,0.996356523335053,"order_Thalassiosirales",0,Inf
NA,NA,"order_Thermales",0,0,NA,NA,NA,NA,"order_Thermales",NA,NA
NA,NA,"order_Thermoanaerobacterales",0,0,NA,NA,NA,NA,"order_Thermoanaerobacterales",NA,NA
0.659026558466137,0.231158141354145,"order_Thermoproteales",30,11,0.333019334266885,1.30417654494395,0.560412276418151,0.102084375691305,"order_Thermoproteales",0.279897430394631,1.12206074602891
1.36742857575385,0.446554772988556,"order_Thiotrichales",84,39,0.610885008377115,3.06090489068591,1.49068182688209,0.33211137512803,"order_Thiotrichales",0.665272415569558,3.34018404640163
NA,NA,"order_Tissierellales",0,0,NA,NA,NA,NA,"order_Tissierellales",NA,NA
2.21582380964524,0.184759083447931,"order_Tremellales",93,43,0.683742327093958,7.18088519729162,1.66627398120032,0.394361492875995,"order_Tremellales",0.51460724119417,5.3953165796545
NA,NA,"order_Ustilaginales",104,46,NA,NA,NA,NA,"order_Ustilaginales",NA,NA
NA,NA,"order_Vibrionales",0,0,NA,NA,NA,NA,"order_Vibrionales",NA,NA
27606357.6608221,0.995673523868221,"order_Vitales",101,46,0,Inf,25866557.8479615,0.996478120733251,"order_Vitales",0,Inf
2.14986287132069,0.29159281928394,"order_Xanthomonadales",96,44,0.518380165655829,8.9160632904151,2.65793976813852,0.180038166960226,"order_Xanthomonadales",0.636612809949397,11.0972379139116
NA,NA,"order_Zingiberales",104,46,NA,NA,NA,NA,"order_Zingiberales",NA,NA
NA,NA,"family_Acetobacteraceae",0,0,NA,NA,NA,NA,"family_Acetobacteraceae",NA,NA
0.927498854012363,0.855461077883494,"family_Acidaminococcaceae",90,39,0.412676429518133,2.08457295513275,1.03465688835879,0.934085209426578,"family_Acidaminococcaceae",0.461480577714237,2.3197398294218
1.15343242305769,0.664751243623005,"family_Actinomycetaceae",30,13,0.604812928394523,2.19969893516051,1.19410271910983,0.59233160541192,"family_Actinomycetaceae",0.623797046520204,2.28580964231819
1.39282092840678,0.280759765010912,"family_Aeromonadaceae",61,29,0.76281859406255,2.5431343096611,1.54291812193886,0.162112010121467,"family_Aeromonadaceae",0.840022928537081,2.83396589561334
