"microbe","cancer","TCC.dir","TCC.sig","TCGA.dir","TCGA.sig","agree.code","taxalev"
"g__Proteus","SARC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Proteus","SKCM","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Providencia","All","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Providencia","BLCA","NA","NA","neg","FALSE",FALSE,"g"
"g__Providencia","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Providencia","KIRC","NA","NA","neg","FALSE",FALSE,"g"
"g__Providencia","LUAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Providencia","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Providencia","READ","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Providencia","SARC","NA","NA","pos","FALSE",FALSE,"g"
"g__Providencia","SKCM","NA","NA","neg","FALSE",FALSE,"g"
"g__Pseudobutyrivibrio","All","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Pseudobutyrivibrio","BLCA","NA","NA","pos","FALSE",FALSE,"g"
"g__Pseudobutyrivibrio","COAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Pseudobutyrivibrio","KIRC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Pseudobutyrivibrio","LUAD","NA","NA","NA","NA",FALSE,"g"
"g__Pseudobutyrivibrio","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Pseudobutyrivibrio","READ","neg","FALSE","NA","NA",FALSE,"g"
"g__Pseudobutyrivibrio","SARC","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Pseudobutyrivibrio","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Pseudocnuella","All","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Pseudocnuella","BLCA","NA","NA","neg","TRUE",FALSE,"g"
"g__Pseudocnuella","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Pseudocnuella","KIRC","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Pseudocnuella","LUAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Pseudocnuella","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Pseudocnuella","READ","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Pseudocnuella","SARC","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Pseudocnuella","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Pseudolysobacter","All","NA","NA","neg","FALSE",FALSE,"g"
"g__Pseudolysobacter","BLCA","NA","NA","pos","FALSE",FALSE,"g"
"g__Pseudolysobacter","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Pseudolysobacter","KIRC","NA","NA","NA","NA",FALSE,"g"
"g__Pseudolysobacter","LUAD","NA","NA","NA","NA",FALSE,"g"
"g__Pseudolysobacter","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Pseudolysobacter","READ","NA","NA","neg","FALSE",FALSE,"g"
"g__Pseudolysobacter","SARC","NA","NA","NA","NA",FALSE,"g"
"g__Pseudolysobacter","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Pseudomonas","All","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Pseudomonas","BLCA","neg","FALSE","NA","NA",FALSE,"g"
"g__Pseudomonas","COAD","neg","FALSE","NA","NA",FALSE,"g"
"g__Pseudomonas","KIRC","pos","FALSE","NA","NA",FALSE,"g"
"g__Pseudomonas","LUAD","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Pseudomonas","LUSC","pos","NA","NA","NA",FALSE,"g"
"g__Pseudomonas","READ","neg","FALSE","NA","NA",FALSE,"g"
"g__Pseudomonas","SARC","neg","FALSE","NA","NA",FALSE,"g"
"g__Pseudomonas","SKCM","pos","FALSE","NA","NA",FALSE,"g"
"g__Pseudonocardia","All","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Pseudonocardia","BLCA","NA","NA","neg","TRUE",FALSE,"g"
"g__Pseudonocardia","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Pseudonocardia","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Pseudonocardia","LUAD","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Pseudonocardia","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Pseudonocardia","READ","NA","NA","pos","FALSE",FALSE,"g"
"g__Pseudonocardia","SARC","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Pseudonocardia","SKCM","NA","NA","neg","FALSE",FALSE,"g"
"g__Pseudorhodobacter","All","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Pseudorhodobacter","BLCA","NA","NA","NA","NA",FALSE,"g"
"g__Pseudorhodobacter","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Pseudorhodobacter","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Pseudorhodobacter","LUAD","neg","TRUE","pos","FALSE",FALSE,"g"
"g__Pseudorhodobacter","LUSC","pos","NA","NA","NA",FALSE,"g"
"g__Pseudorhodobacter","READ","NA","NA","NA","NA",FALSE,"g"
"g__Pseudorhodobacter","SARC","neg","FALSE","NA","NA",FALSE,"g"
"g__Pseudorhodobacter","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Pseudorhodoplanes","All","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Pseudorhodoplanes","BLCA","NA","NA","pos","FALSE",FALSE,"g"
"g__Pseudorhodoplanes","COAD","NA","NA","neg","TRUE",FALSE,"g"
"g__Pseudorhodoplanes","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Pseudorhodoplanes","LUAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Pseudorhodoplanes","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Pseudorhodoplanes","READ","NA","NA","NA","NA",FALSE,"g"
"g__Pseudorhodoplanes","SARC","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Pseudorhodoplanes","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Pulveribacter","All","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Pulveribacter","BLCA","NA","NA","pos","FALSE",FALSE,"g"
"g__Pulveribacter","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Pulveribacter","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Pulveribacter","LUAD","NA","NA","NA","NA",FALSE,"g"
"g__Pulveribacter","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Pulveribacter","READ","NA","NA","NA","NA",FALSE,"g"
"g__Pulveribacter","SARC","neg","FALSE","neg","TRUE",FALSE,"g"
"g__Pulveribacter","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Pyricularia","All","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Pyricularia","BLCA","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Pyricularia","COAD","NA","NA","pos","FALSE",FALSE,"g"
"g__Pyricularia","KIRC","NA","NA","neg","FALSE",FALSE,"g"
"g__Pyricularia","LUAD","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Pyricularia","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Pyricularia","READ","pos","FALSE","NA","NA",FALSE,"g"
"g__Pyricularia","SARC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Pyricularia","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Pyrobaculum","All","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Pyrobaculum","BLCA","pos","FALSE","NA","NA",FALSE,"g"
"g__Pyrobaculum","COAD","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Pyrobaculum","KIRC","NA","NA","NA","NA",FALSE,"g"
"g__Pyrobaculum","LUAD","NA","NA","NA","NA",FALSE,"g"
"g__Pyrobaculum","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Pyrobaculum","READ","pos","FALSE","NA","NA",FALSE,"g"
"g__Pyrobaculum","SARC","NA","NA","NA","NA",FALSE,"g"
"g__Pyrobaculum","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Rhizoctonia","All","neg","TRUE","neg","FALSE",FALSE,"g"
"g__Rhizoctonia","BLCA","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Rhizoctonia","COAD","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Rhizoctonia","KIRC","neg","TRUE","pos","FALSE",FALSE,"g"
"g__Rhizoctonia","LUAD","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Rhizoctonia","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Rhizoctonia","READ","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Rhizoctonia","SARC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Rhizoctonia","SKCM","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Rhodobacter","All","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Rhodobacter","BLCA","NA","NA","neg","FALSE",FALSE,"g"
"g__Rhodobacter","COAD","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Rhodobacter","KIRC","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Rhodobacter","LUAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Rhodobacter","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Rhodobacter","READ","NA","NA","neg","FALSE",FALSE,"g"
"g__Rhodobacter","SARC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Rhodobacter","SKCM","NA","NA","pos","FALSE",FALSE,"g"
"g__Rhodocytophaga","All","neg","FALSE","neg","TRUE",FALSE,"g"
"g__Rhodocytophaga","BLCA","NA","NA","neg","FALSE",FALSE,"g"
"g__Rhodocytophaga","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Rhodocytophaga","KIRC","NA","NA","NA","NA",FALSE,"g"
"g__Rhodocytophaga","LUAD","NA","NA","NA","NA",FALSE,"g"
"g__Rhodocytophaga","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Rhodocytophaga","READ","neg","FALSE","NA","NA",FALSE,"g"
"g__Rhodocytophaga","SARC","pos","FALSE","neg","TRUE",FALSE,"g"
"g__Rhodocytophaga","SKCM","NA","NA","neg","FALSE",FALSE,"g"
"g__Rhodoferax","All","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Rhodoferax","BLCA","NA","NA","pos","FALSE",FALSE,"g"
"g__Rhodoferax","COAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Rhodoferax","KIRC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Rhodoferax","LUAD","NA","NA","pos","FALSE",FALSE,"g"
"g__Rhodoferax","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Rhodoferax","READ","NA","NA","neg","FALSE",FALSE,"g"
"g__Rhodoferax","SARC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Rhodoferax","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Rhodoluna","All","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Rhodoluna","BLCA","NA","NA","NA","NA",FALSE,"g"
"g__Rhodoluna","COAD","NA","NA","pos","FALSE",FALSE,"g"
"g__Rhodoluna","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Rhodoluna","LUAD","NA","NA","NA","NA",FALSE,"g"
"g__Rhodoluna","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Rhodoluna","READ","NA","NA","pos","FALSE",FALSE,"g"
"g__Rhodoluna","SARC","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Rhodoluna","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Rhodothermus","All","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Rhodothermus","BLCA","NA","NA","pos","FALSE",FALSE,"g"
"g__Rhodothermus","COAD","NA","NA","pos","FALSE",FALSE,"g"
"g__Rhodothermus","KIRC","NA","NA","neg","FALSE",FALSE,"g"
"g__Rhodothermus","LUAD","pos","FALSE","NA","NA",FALSE,"g"
"g__Rhodothermus","LUSC","pos","NA","neg","TRUE",FALSE,"g"
"g__Rhodothermus","READ","pos","FALSE","NA","NA",FALSE,"g"
"g__Rhodothermus","SARC","pos","FALSE","NA","NA",FALSE,"g"
"g__Rhodothermus","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Rickettsiella","All","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Rickettsiella","BLCA","NA","NA","neg","FALSE",FALSE,"g"
"g__Rickettsiella","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Rickettsiella","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Rickettsiella","LUAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Rickettsiella","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Rickettsiella","READ","NA","NA","neg","FALSE",FALSE,"g"
"g__Rickettsiella","SARC","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Rickettsiella","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Romboutsia","All","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Romboutsia","BLCA","NA","NA","pos","TRUE",FALSE,"g"
"g__Romboutsia","COAD","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Romboutsia","KIRC","NA","NA","neg","FALSE",FALSE,"g"
"g__Romboutsia","LUAD","NA","NA","NA","NA",FALSE,"g"
"g__Romboutsia","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Romboutsia","READ","neg","TRUE","neg","FALSE",FALSE,"g"
"g__Romboutsia","SARC","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Romboutsia","SKCM","NA","NA","neg","FALSE",FALSE,"g"
"g__Rosenblumvirus","All","NA","NA","pos","FALSE",FALSE,"g"
"g__Rosenblumvirus","BLCA","NA","NA","pos","FALSE",FALSE,"g"
"g__Rosenblumvirus","COAD","NA","NA","pos","FALSE",FALSE,"g"
"g__Rosenblumvirus","KIRC","NA","NA","neg","FALSE",FALSE,"g"
"g__Rosenblumvirus","LUAD","NA","NA","pos","FALSE",FALSE,"g"
"g__Rosenblumvirus","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Rosenblumvirus","READ","NA","NA","NA","NA",FALSE,"g"
"g__Rosenblumvirus","SARC","NA","NA","pos","FALSE",FALSE,"g"
"g__Rosenblumvirus","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Roseococcus","All","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Roseococcus","BLCA","NA","NA","pos","FALSE",FALSE,"g"
"g__Roseococcus","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Roseococcus","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Roseococcus","LUAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Roseococcus","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Roseococcus","READ","NA","NA","neg","TRUE",FALSE,"g"
"g__Roseococcus","SARC","neg","FALSE","neg","TRUE",FALSE,"g"
"g__Roseococcus","SKCM","NA","NA","neg","FALSE",FALSE,"g"
"g__Roseomonas","All","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Roseomonas","BLCA","NA","NA","neg","FALSE",FALSE,"g"
"g__Roseomonas","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Roseomonas","KIRC","NA","NA","neg","FALSE",FALSE,"g"
"g__Roseomonas","LUAD","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Roseomonas","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Roseomonas","READ","NA","NA","neg","TRUE",FALSE,"g"
"g__Roseomonas","SARC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Roseomonas","SKCM","NA","NA","neg","FALSE",FALSE,"g"
"g__Rothia","All","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Rothia","BLCA","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Rothia","COAD","pos","FALSE","neg","TRUE",FALSE,"g"
"g__Rothia","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Rothia","LUAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Rothia","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Rothia","READ","NA","NA","pos","FALSE",FALSE,"g"
"g__Rothia","SARC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Rothia","SKCM","NA","NA","neg","FALSE",FALSE,"g"
"g__Rubripirellula","All","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Rubripirellula","BLCA","NA","NA","NA","NA",FALSE,"g"
"g__Rubripirellula","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Rubripirellula","KIRC","NA","NA","NA","NA",FALSE,"g"
"g__Rubripirellula","LUAD","NA","NA","pos","FALSE",FALSE,"g"
"g__Rubripirellula","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Rubripirellula","READ","NA","NA","NA","NA",FALSE,"g"
"g__Rubripirellula","SARC","neg","FALSE","NA","NA",FALSE,"g"
"g__Rubripirellula","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Rubrivivax","All","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Rubrivivax","BLCA","NA","NA","pos","FALSE",FALSE,"g"
"g__Rubrivivax","COAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Rubrivivax","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Rubrivivax","LUAD","pos","FALSE","neg","TRUE",FALSE,"g"
"g__Rubrivivax","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Rubrivivax","READ","NA","NA","neg","FALSE",FALSE,"g"
"g__Rubrivivax","SARC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Rubrivivax","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Rubrobacter","All","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Rubrobacter","BLCA","NA","NA","neg","TRUE",FALSE,"g"
"g__Rubrobacter","COAD","NA","NA","pos","FALSE",FALSE,"g"
"g__Rubrobacter","KIRC","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Rubrobacter","LUAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Rubrobacter","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Rubrobacter","READ","NA","NA","NA","NA",FALSE,"g"
"g__Rubrobacter","SARC","neg","TRUE","NA","NA",FALSE,"g"
"g__Rubrobacter","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Rufibacter","All","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Rufibacter","BLCA","NA","NA","NA","NA",FALSE,"g"
"g__Rufibacter","COAD","NA","NA","pos","FALSE",FALSE,"g"
"g__Rufibacter","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Rufibacter","LUAD","NA","NA","NA","NA",FALSE,"g"
"g__Rufibacter","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Rufibacter","READ","NA","NA","NA","NA",FALSE,"g"
"g__Rufibacter","SARC","NA","NA","NA","NA",FALSE,"g"
"g__Rufibacter","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Ruminococcus","All","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Ruminococcus","BLCA","neg","TRUE","pos","FALSE",FALSE,"g"
"g__Ruminococcus","COAD","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Ruminococcus","KIRC","NA","NA","neg","TRUE",FALSE,"g"
"g__Ruminococcus","LUAD","NA","NA","pos","FALSE",FALSE,"g"
"g__Ruminococcus","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Ruminococcus","READ","neg","TRUE","neg","TRUE",TRUE,"g"
"g__Ruminococcus","SARC","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Ruminococcus","SKCM","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Saccharomyces","All","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Saccharomyces","BLCA","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Saccharomyces","COAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Saccharomyces","KIRC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Saccharomyces","LUAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Saccharomyces","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Saccharomyces","READ","NA","NA","pos","FALSE",FALSE,"g"
"g__Saccharomyces","SARC","NA","NA","pos","FALSE",FALSE,"g"
"g__Saccharomyces","SKCM","NA","NA","pos","FALSE",FALSE,"g"
"g__Saccharothrix","All","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Saccharothrix","BLCA","NA","NA","NA","NA",FALSE,"g"
"g__Saccharothrix","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Saccharothrix","KIRC","NA","NA","neg","FALSE",FALSE,"g"
"g__Saccharothrix","LUAD","NA","NA","NA","NA",FALSE,"g"
"g__Saccharothrix","LUSC","pos","NA","neg","TRUE",FALSE,"g"
"g__Saccharothrix","READ","NA","NA","NA","NA",FALSE,"g"
"g__Saccharothrix","SARC","NA","NA","NA","NA",FALSE,"g"
"g__Saccharothrix","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Salinibacter","All","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Salinibacter","BLCA","NA","NA","neg","TRUE",FALSE,"g"
"g__Salinibacter","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Salinibacter","KIRC","NA","NA","NA","NA",FALSE,"g"
"g__Salinibacter","LUAD","NA","NA","neg","TRUE",FALSE,"g"
"g__Salinibacter","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Salinibacter","READ","NA","NA","NA","NA",FALSE,"g"
"g__Salinibacter","SARC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Salinibacter","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Salinicola","All","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Salinicola","BLCA","NA","NA","NA","NA",FALSE,"g"
"g__Salinicola","COAD","NA","NA","NA","NA",FALSE,"g"
"g__Salinicola","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Salinicola","LUAD","neg","FALSE","NA","NA",FALSE,"g"
"g__Salinicola","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Salinicola","READ","NA","NA","NA","NA",FALSE,"g"
"g__Salinicola","SARC","NA","NA","neg","FALSE",FALSE,"g"
"g__Salinicola","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Salinigranum","All","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Salinigranum","BLCA","NA","NA","NA","NA",FALSE,"g"
"g__Salinigranum","COAD","NA","NA","NA","NA",FALSE,"g"
"g__Salinigranum","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Salinigranum","LUAD","NA","NA","NA","NA",FALSE,"g"
"g__Salinigranum","LUSC","pos","NA","NA","NA",FALSE,"g"
"g__Salinigranum","READ","neg","TRUE","NA","NA",FALSE,"g"
"g__Salinigranum","SARC","NA","NA","NA","NA",FALSE,"g"
"g__Salinigranum","SKCM","neg","FALSE","NA","NA",FALSE,"g"
"g__Salmonella","All","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Salmonella","BLCA","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Salmonella","COAD","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Salmonella","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Salmonella","LUAD","neg","TRUE","neg","FALSE",FALSE,"g"
"g__Salmonella","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Salmonella","READ","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Salmonella","SARC","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Salmonella","SKCM","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Sandaracinus","All","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Sandaracinus","BLCA","NA","NA","neg","FALSE",FALSE,"g"
"g__Sandaracinus","COAD","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Sandaracinus","KIRC","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Sandaracinus","LUAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Sandaracinus","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Sandaracinus","READ","NA","NA","neg","TRUE",FALSE,"g"
"g__Sandaracinus","SARC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Sandaracinus","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Saprospira","All","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Saprospira","BLCA","NA","NA","NA","NA",FALSE,"g"
"g__Saprospira","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Saprospira","KIRC","NA","NA","neg","FALSE",FALSE,"g"
"g__Saprospira","LUAD","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Saprospira","LUSC","pos","NA","NA","NA",FALSE,"g"
"g__Saprospira","READ","NA","NA","NA","NA",FALSE,"g"
"g__Saprospira","SARC","NA","NA","NA","NA",FALSE,"g"
"g__Saprospira","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Scardovia","All","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Scardovia","BLCA","NA","NA","NA","NA",FALSE,"g"
"g__Scardovia","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Scardovia","KIRC","NA","NA","NA","NA",FALSE,"g"
"g__Scardovia","LUAD","NA","NA","NA","NA",FALSE,"g"
"g__Scardovia","LUSC","pos","NA","NA","NA",FALSE,"g"
"g__Scardovia","READ","NA","NA","NA","NA",FALSE,"g"
"g__Scardovia","SARC","neg","FALSE","NA","NA",FALSE,"g"
"g__Scardovia","SKCM","NA","NA","NA","NA",FALSE,"g"
"g__Schaalia","All","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Schaalia","BLCA","NA","NA","pos","FALSE",FALSE,"g"
"g__Schaalia","COAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Schaalia","KIRC","NA","NA","pos","FALSE",FALSE,"g"
"g__Schaalia","LUAD","pos","FALSE","neg","FALSE",FALSE,"g"
"g__Schaalia","LUSC","pos","NA","NA","NA",FALSE,"g"
"g__Schaalia","READ","NA","NA","neg","FALSE",FALSE,"g"
"g__Schaalia","SARC","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Schaalia","SKCM","NA","NA","pos","FALSE",FALSE,"g"
"g__Scheffersomyces","All","neg","FALSE","pos","FALSE",FALSE,"g"
"g__Scheffersomyces","BLCA","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Scheffersomyces","COAD","NA","NA","neg","FALSE",FALSE,"g"
"g__Scheffersomyces","KIRC","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Scheffersomyces","LUAD","pos","FALSE","pos","FALSE",FALSE,"g"
"g__Scheffersomyces","LUSC","pos","NA","neg","FALSE",FALSE,"g"
"g__Scheffersomyces","READ","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Scheffersomyces","SARC","NA","NA","pos","FALSE",FALSE,"g"
"g__Scheffersomyces","SKCM","NA","NA","neg","FALSE",FALSE,"g"
"g__Schizosaccharomyces","All","neg","TRUE","neg","FALSE",FALSE,"g"
"g__Schizosaccharomyces","BLCA","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Schizosaccharomyces","COAD","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Schizosaccharomyces","KIRC","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Schizosaccharomyces","LUAD","neg","TRUE","neg","FALSE",FALSE,"g"
"g__Schizosaccharomyces","LUSC","pos","NA","pos","FALSE",FALSE,"g"
"g__Schizosaccharomyces","READ","neg","FALSE","neg","FALSE",FALSE,"g"
"g__Schizosaccharomyces","SARC","neg","FALSE","pos","FALSE",FALSE,"g"
