"microbe","cancer","TCC.dir","TCC.sig","TCGA.dir","TCGA.sig","agree.code","taxalev"
"s__Amycolatopsis mediterranei","READ","NA","NA","pos","FALSE",FALSE,"s"
"s__Amycolatopsis mediterranei","SARC","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Amycolatopsis mediterranei","SKCM","neg","FALSE","NA","NA",FALSE,"s"
"s__Amycolatopsis sp. CA-230715","All","NA","NA","neg","FALSE",FALSE,"s"
"s__Amycolatopsis sp. CA-230715","BLCA","NA","NA","NA","NA",FALSE,"s"
"s__Amycolatopsis sp. CA-230715","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Amycolatopsis sp. CA-230715","KIRC","NA","NA","pos","FALSE",FALSE,"s"
"s__Amycolatopsis sp. CA-230715","LUAD","NA","NA","NA","NA",FALSE,"s"
"s__Amycolatopsis sp. CA-230715","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Amycolatopsis sp. CA-230715","READ","NA","NA","NA","NA",FALSE,"s"
"s__Amycolatopsis sp. CA-230715","SARC","NA","NA","NA","NA",FALSE,"s"
"s__Amycolatopsis sp. CA-230715","SKCM","NA","NA","pos","FALSE",FALSE,"s"
"s__Amycolatopsis sp. YIM 10","All","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Amycolatopsis sp. YIM 10","BLCA","NA","NA","NA","NA",FALSE,"s"
"s__Amycolatopsis sp. YIM 10","COAD","NA","NA","neg","TRUE",FALSE,"s"
"s__Amycolatopsis sp. YIM 10","KIRC","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Amycolatopsis sp. YIM 10","LUAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Amycolatopsis sp. YIM 10","LUSC","pos","NA","neg","FALSE",FALSE,"s"
"s__Amycolatopsis sp. YIM 10","READ","NA","NA","NA","NA",FALSE,"s"
"s__Amycolatopsis sp. YIM 10","SARC","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Amycolatopsis sp. YIM 10","SKCM","neg","TRUE","NA","NA",FALSE,"s"
"s__Anaerobutyricum hallii","All","neg","TRUE","neg","FALSE",FALSE,"s"
"s__Anaerobutyricum hallii","BLCA","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerobutyricum hallii","COAD","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerobutyricum hallii","KIRC","NA","NA","pos","FALSE",FALSE,"s"
"s__Anaerobutyricum hallii","LUAD","NA","NA","pos","FALSE",FALSE,"s"
"s__Anaerobutyricum hallii","LUSC","pos","NA","neg","FALSE",FALSE,"s"
"s__Anaerobutyricum hallii","READ","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerobutyricum hallii","SARC","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerobutyricum hallii","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Anaerococcus mediterraneensis","All","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerococcus mediterraneensis","BLCA","NA","NA","neg","FALSE",FALSE,"s"
"s__Anaerococcus mediterraneensis","COAD","pos","FALSE","neg","TRUE",FALSE,"s"
"s__Anaerococcus mediterraneensis","KIRC","NA","NA","neg","FALSE",FALSE,"s"
"s__Anaerococcus mediterraneensis","LUAD","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerococcus mediterraneensis","LUSC","pos","NA","pos","FALSE",FALSE,"s"
"s__Anaerococcus mediterraneensis","READ","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerococcus mediterraneensis","SARC","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Anaerococcus mediterraneensis","SKCM","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerococcus prevotii","All","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Anaerococcus prevotii","BLCA","neg","TRUE","pos","FALSE",FALSE,"s"
"s__Anaerococcus prevotii","COAD","NA","NA","neg","TRUE",FALSE,"s"
"s__Anaerococcus prevotii","KIRC","NA","NA","pos","FALSE",FALSE,"s"
"s__Anaerococcus prevotii","LUAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Anaerococcus prevotii","LUSC","pos","NA","pos","FALSE",FALSE,"s"
"s__Anaerococcus prevotii","READ","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerococcus prevotii","SARC","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerococcus prevotii","SKCM","NA","NA","neg","TRUE",FALSE,"s"
"s__Anaerocolumna cellulosilytica","All","neg","FALSE","neg","TRUE",FALSE,"s"
"s__Anaerocolumna cellulosilytica","BLCA","NA","NA","NA","NA",FALSE,"s"
"s__Anaerocolumna cellulosilytica","COAD","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerocolumna cellulosilytica","KIRC","NA","NA","neg","FALSE",FALSE,"s"
"s__Anaerocolumna cellulosilytica","LUAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Anaerocolumna cellulosilytica","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Anaerocolumna cellulosilytica","READ","neg","FALSE","NA","NA",FALSE,"s"
"s__Anaerocolumna cellulosilytica","SARC","NA","NA","NA","NA",FALSE,"s"
"s__Anaerocolumna cellulosilytica","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Anaerocolumna sedimenticola","All","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerocolumna sedimenticola","BLCA","NA","NA","NA","NA",FALSE,"s"
"s__Anaerocolumna sedimenticola","COAD","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerocolumna sedimenticola","KIRC","NA","NA","NA","NA",FALSE,"s"
"s__Anaerocolumna sedimenticola","LUAD","pos","FALSE","NA","NA",FALSE,"s"
"s__Anaerocolumna sedimenticola","LUSC","pos","NA","neg","TRUE",FALSE,"s"
"s__Anaerocolumna sedimenticola","READ","neg","FALSE","NA","NA",FALSE,"s"
"s__Anaerocolumna sedimenticola","SARC","neg","FALSE","NA","NA",FALSE,"s"
"s__Anaerocolumna sedimenticola","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Anaerolinea sp. 'rifampicinis'","All","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerolinea sp. 'rifampicinis'","BLCA","NA","NA","NA","NA",FALSE,"s"
"s__Anaerolinea sp. 'rifampicinis'","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Anaerolinea sp. 'rifampicinis'","KIRC","NA","NA","NA","NA",FALSE,"s"
"s__Anaerolinea sp. 'rifampicinis'","LUAD","NA","NA","NA","NA",FALSE,"s"
"s__Anaerolinea sp. 'rifampicinis'","LUSC","pos","NA","pos","FALSE",FALSE,"s"
"s__Anaerolinea sp. 'rifampicinis'","READ","NA","NA","NA","NA",FALSE,"s"
"s__Anaerolinea sp. 'rifampicinis'","SARC","pos","FALSE","NA","NA",FALSE,"s"
"s__Anaerolinea sp. 'rifampicinis'","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Anaerolinea thermophila","All","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Anaerolinea thermophila","BLCA","NA","NA","NA","NA",FALSE,"s"
"s__Anaerolinea thermophila","COAD","NA","NA","NA","NA",FALSE,"s"
"s__Anaerolinea thermophila","KIRC","NA","NA","NA","NA",FALSE,"s"
"s__Anaerolinea thermophila","LUAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Anaerolinea thermophila","LUSC","pos","NA","pos","FALSE",FALSE,"s"
"s__Anaerolinea thermophila","READ","NA","NA","NA","NA",FALSE,"s"
"s__Anaerolinea thermophila","SARC","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Anaerolinea thermophila","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Aquaspirillum sp. LM1","All","pos","FALSE","pos","FALSE",FALSE,"s"
"s__Aquaspirillum sp. LM1","BLCA","NA","NA","neg","TRUE",FALSE,"s"
"s__Aquaspirillum sp. LM1","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Aquaspirillum sp. LM1","KIRC","NA","NA","pos","FALSE",FALSE,"s"
"s__Aquaspirillum sp. LM1","LUAD","NA","NA","NA","NA",FALSE,"s"
"s__Aquaspirillum sp. LM1","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Aquaspirillum sp. LM1","READ","pos","FALSE","NA","NA",FALSE,"s"
"s__Aquaspirillum sp. LM1","SARC","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Aquaspirillum sp. LM1","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Aquimarina sp. TRL1","All","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Aquimarina sp. TRL1","BLCA","NA","NA","neg","FALSE",FALSE,"s"
"s__Aquimarina sp. TRL1","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Aquimarina sp. TRL1","KIRC","NA","NA","NA","NA",FALSE,"s"
"s__Aquimarina sp. TRL1","LUAD","NA","NA","NA","NA",FALSE,"s"
"s__Aquimarina sp. TRL1","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Aquimarina sp. TRL1","READ","NA","NA","NA","NA",FALSE,"s"
"s__Aquimarina sp. TRL1","SARC","pos","FALSE","NA","NA",FALSE,"s"
"s__Aquimarina sp. TRL1","SKCM","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Arachidicoccus ginsenosidivorans","All","pos","FALSE","neg","TRUE",FALSE,"s"
"s__Arachidicoccus ginsenosidivorans","BLCA","NA","NA","neg","FALSE",FALSE,"s"
"s__Arachidicoccus ginsenosidivorans","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Arachidicoccus ginsenosidivorans","KIRC","NA","NA","neg","FALSE",FALSE,"s"
"s__Arachidicoccus ginsenosidivorans","LUAD","pos","FALSE","NA","NA",FALSE,"s"
"s__Arachidicoccus ginsenosidivorans","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Arachidicoccus ginsenosidivorans","READ","NA","NA","neg","FALSE",FALSE,"s"
"s__Arachidicoccus ginsenosidivorans","SARC","neg","FALSE","NA","NA",FALSE,"s"
"s__Arachidicoccus ginsenosidivorans","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Arachidicoccus sp. B3-10","All","neg","FALSE","neg","TRUE",FALSE,"s"
"s__Arachidicoccus sp. B3-10","BLCA","NA","NA","neg","FALSE",FALSE,"s"
"s__Arachidicoccus sp. B3-10","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Arachidicoccus sp. B3-10","KIRC","NA","NA","neg","FALSE",FALSE,"s"
"s__Arachidicoccus sp. B3-10","LUAD","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Arachidicoccus sp. B3-10","LUSC","pos","NA","neg","FALSE",FALSE,"s"
"s__Arachidicoccus sp. B3-10","READ","NA","NA","neg","TRUE",FALSE,"s"
"s__Arachidicoccus sp. B3-10","SARC","neg","FALSE","NA","NA",FALSE,"s"
"s__Arachidicoccus sp. B3-10","SKCM","NA","NA","neg","FALSE",FALSE,"s"
"s__Arachidicoccus sp. BS20","All","neg","FALSE","neg","TRUE",FALSE,"s"
"s__Arachidicoccus sp. BS20","BLCA","NA","NA","neg","TRUE",FALSE,"s"
"s__Arachidicoccus sp. BS20","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Arachidicoccus sp. BS20","KIRC","NA","NA","neg","FALSE",FALSE,"s"
"s__Arachidicoccus sp. BS20","LUAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Arachidicoccus sp. BS20","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Arachidicoccus sp. BS20","READ","NA","NA","neg","TRUE",FALSE,"s"
"s__Arachidicoccus sp. BS20","SARC","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Arachidicoccus sp. BS20","SKCM","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Arachnia rubra","All","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Arachnia rubra","BLCA","NA","NA","neg","FALSE",FALSE,"s"
"s__Arachnia rubra","COAD","NA","NA","pos","FALSE",FALSE,"s"
"s__Arachnia rubra","KIRC","NA","NA","pos","FALSE",FALSE,"s"
"s__Arachnia rubra","LUAD","NA","NA","NA","NA",FALSE,"s"
"s__Arachnia rubra","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Arachnia rubra","READ","NA","NA","NA","NA",FALSE,"s"
"s__Arachnia rubra","SARC","NA","NA","NA","NA",FALSE,"s"
"s__Arachnia rubra","SKCM","NA","NA","neg","FALSE",FALSE,"s"
"s__Archangium violaceum","All","pos","FALSE","pos","FALSE",FALSE,"s"
"s__Archangium violaceum","BLCA","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Archangium violaceum","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Archangium violaceum","KIRC","NA","NA","pos","FALSE",FALSE,"s"
"s__Archangium violaceum","LUAD","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Archangium violaceum","LUSC","pos","NA","neg","TRUE",FALSE,"s"
"s__Archangium violaceum","READ","NA","NA","NA","NA",FALSE,"s"
"s__Archangium violaceum","SARC","pos","FALSE","pos","FALSE",FALSE,"s"
"s__Archangium violaceum","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Arcticibacterium luteifluviistationis","All","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Arcticibacterium luteifluviistationis","BLCA","NA","NA","NA","NA",FALSE,"s"
"s__Arcticibacterium luteifluviistationis","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Arcticibacterium luteifluviistationis","KIRC","NA","NA","neg","FALSE",FALSE,"s"
"s__Arcticibacterium luteifluviistationis","LUAD","NA","NA","NA","NA",FALSE,"s"
"s__Arcticibacterium luteifluviistationis","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Arcticibacterium luteifluviistationis","READ","NA","NA","NA","NA",FALSE,"s"
"s__Arcticibacterium luteifluviistationis","SARC","neg","FALSE","NA","NA",FALSE,"s"
"s__Arcticibacterium luteifluviistationis","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Aromatoleum petrolei","All","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Aromatoleum petrolei","BLCA","NA","NA","neg","TRUE",FALSE,"s"
"s__Aromatoleum petrolei","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Aromatoleum petrolei","KIRC","NA","NA","pos","FALSE",FALSE,"s"
"s__Aromatoleum petrolei","LUAD","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Aromatoleum petrolei","LUSC","pos","NA","neg","FALSE",FALSE,"s"
"s__Aromatoleum petrolei","READ","NA","NA","NA","NA",FALSE,"s"
"s__Aromatoleum petrolei","SARC","NA","NA","neg","FALSE",FALSE,"s"
"s__Aromatoleum petrolei","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Asaia bogorensis","All","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Asaia bogorensis","BLCA","NA","NA","pos","FALSE",FALSE,"s"
"s__Asaia bogorensis","COAD","NA","NA","pos","FALSE",FALSE,"s"
"s__Asaia bogorensis","KIRC","NA","NA","neg","FALSE",FALSE,"s"
"s__Asaia bogorensis","LUAD","pos","FALSE","NA","NA",FALSE,"s"
"s__Asaia bogorensis","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Asaia bogorensis","READ","NA","NA","NA","NA",FALSE,"s"
"s__Asaia bogorensis","SARC","NA","NA","NA","NA",FALSE,"s"
"s__Asaia bogorensis","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Aspergillus fumigatus","All","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Aspergillus fumigatus","BLCA","NA","NA","pos","FALSE",FALSE,"s"
"s__Aspergillus fumigatus","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Aspergillus fumigatus","KIRC","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Aspergillus fumigatus","LUAD","pos","FALSE","pos","FALSE",FALSE,"s"
"s__Aspergillus fumigatus","LUSC","pos","NA","neg","FALSE",FALSE,"s"
"s__Aspergillus fumigatus","READ","NA","NA","neg","FALSE",FALSE,"s"
"s__Aspergillus fumigatus","SARC","neg","TRUE","pos","FALSE",FALSE,"s"
"s__Aspergillus fumigatus","SKCM","NA","NA","pos","FALSE",FALSE,"s"
"s__Aspergillus puulaauensis","All","pos","FALSE","neg","TRUE",FALSE,"s"
"s__Aspergillus puulaauensis","BLCA","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Aspergillus puulaauensis","COAD","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Aspergillus puulaauensis","KIRC","pos","FALSE","neg","TRUE",FALSE,"s"
"s__Aspergillus puulaauensis","LUAD","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Aspergillus puulaauensis","LUSC","pos","NA","pos","FALSE",FALSE,"s"
"s__Aspergillus puulaauensis","READ","NA","NA","neg","FALSE",FALSE,"s"
"s__Aspergillus puulaauensis","SARC","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Aspergillus puulaauensis","SKCM","pos","FALSE","pos","FALSE",FALSE,"s"
"s__Atopobium sp. oral taxon 416","All","NA","NA","neg","TRUE",FALSE,"s"
"s__Atopobium sp. oral taxon 416","BLCA","NA","NA","NA","NA",FALSE,"s"
"s__Atopobium sp. oral taxon 416","COAD","NA","NA","neg","TRUE",FALSE,"s"
"s__Atopobium sp. oral taxon 416","KIRC","NA","NA","NA","NA",FALSE,"s"
"s__Atopobium sp. oral taxon 416","LUAD","NA","NA","NA","NA",FALSE,"s"
"s__Atopobium sp. oral taxon 416","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Atopobium sp. oral taxon 416","READ","NA","NA","NA","NA",FALSE,"s"
"s__Atopobium sp. oral taxon 416","SARC","NA","NA","NA","NA",FALSE,"s"
"s__Atopobium sp. oral taxon 416","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Aurantimicrobium sp. MWH-Mo1","All","pos","FALSE","neg","TRUE",FALSE,"s"
"s__Aurantimicrobium sp. MWH-Mo1","BLCA","NA","NA","neg","FALSE",FALSE,"s"
"s__Aurantimicrobium sp. MWH-Mo1","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Aurantimicrobium sp. MWH-Mo1","KIRC","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Aurantimicrobium sp. MWH-Mo1","LUAD","pos","FALSE","NA","NA",FALSE,"s"
"s__Aurantimicrobium sp. MWH-Mo1","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Aurantimicrobium sp. MWH-Mo1","READ","neg","FALSE","neg","TRUE",FALSE,"s"
"s__Aurantimicrobium sp. MWH-Mo1","SARC","pos","FALSE","NA","NA",FALSE,"s"
"s__Aurantimicrobium sp. MWH-Mo1","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Aureliella helgolandensis","All","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Aureliella helgolandensis","BLCA","pos","FALSE","NA","NA",FALSE,"s"
"s__Aureliella helgolandensis","COAD","NA","NA","NA","NA",FALSE,"s"
"s__Aureliella helgolandensis","KIRC","NA","NA","neg","FALSE",FALSE,"s"
"s__Aureliella helgolandensis","LUAD","NA","NA","pos","FALSE",FALSE,"s"
"s__Aureliella helgolandensis","LUSC","pos","NA","neg","FALSE",FALSE,"s"
"s__Aureliella helgolandensis","READ","NA","NA","neg","FALSE",FALSE,"s"
"s__Aureliella helgolandensis","SARC","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Aureliella helgolandensis","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Austwickia chelonae","All","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Austwickia chelonae","BLCA","NA","NA","neg","TRUE",FALSE,"s"
"s__Austwickia chelonae","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Austwickia chelonae","KIRC","NA","NA","pos","FALSE",FALSE,"s"
"s__Austwickia chelonae","LUAD","neg","FALSE","NA","NA",FALSE,"s"
"s__Austwickia chelonae","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Austwickia chelonae","READ","NA","NA","neg","FALSE",FALSE,"s"
"s__Austwickia chelonae","SARC","pos","FALSE","NA","NA",FALSE,"s"
"s__Austwickia chelonae","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Babesia bovis","All","neg","TRUE","neg","FALSE",FALSE,"s"
"s__Babesia bovis","BLCA","neg","FALSE","neg","TRUE",FALSE,"s"
"s__Babesia bovis","COAD","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Babesia bovis","KIRC","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Babesia bovis","LUAD","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Babesia bovis","LUSC","pos","NA","neg","FALSE",FALSE,"s"
"s__Babesia bovis","READ","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Babesia bovis","SARC","neg","TRUE","pos","FALSE",FALSE,"s"
"s__Babesia bovis","SKCM","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Bacillus altitudinis","All","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Bacillus altitudinis","BLCA","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus altitudinis","COAD","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Bacillus altitudinis","KIRC","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus altitudinis","LUAD","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus altitudinis","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Bacillus altitudinis","READ","neg","FALSE","NA","NA",FALSE,"s"
"s__Bacillus altitudinis","SARC","neg","FALSE","NA","NA",FALSE,"s"
"s__Bacillus altitudinis","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus amyloliquefaciens","All","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Bacillus amyloliquefaciens","BLCA","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus amyloliquefaciens","COAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus amyloliquefaciens","KIRC","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus amyloliquefaciens","LUAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus amyloliquefaciens","LUSC","pos","NA","neg","FALSE",FALSE,"s"
"s__Bacillus amyloliquefaciens","READ","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Bacillus amyloliquefaciens","SARC","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Bacillus amyloliquefaciens","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus anthracis","All","neg","FALSE","neg","TRUE",FALSE,"s"
"s__Bacillus anthracis","BLCA","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus anthracis","COAD","NA","NA","neg","TRUE",FALSE,"s"
"s__Bacillus anthracis","KIRC","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus anthracis","LUAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus anthracis","LUSC","pos","NA","pos","FALSE",FALSE,"s"
"s__Bacillus anthracis","READ","neg","FALSE","NA","NA",FALSE,"s"
"s__Bacillus anthracis","SARC","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Bacillus anthracis","SKCM","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus atrophaeus","All","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus atrophaeus","BLCA","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus atrophaeus","COAD","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus atrophaeus","KIRC","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus atrophaeus","LUAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus atrophaeus","LUSC","pos","NA","pos","FALSE",FALSE,"s"
"s__Bacillus atrophaeus","READ","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus atrophaeus","SARC","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus atrophaeus","SKCM","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus beveridgei","All","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus beveridgei","BLCA","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus beveridgei","COAD","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus beveridgei","KIRC","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus beveridgei","LUAD","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus beveridgei","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Bacillus beveridgei","READ","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus beveridgei","SARC","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus beveridgei","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus cereus","All","neg","FALSE","pos","TRUE",FALSE,"s"
"s__Bacillus cereus","BLCA","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Bacillus cereus","COAD","pos","FALSE","neg","FALSE",FALSE,"s"
"s__Bacillus cereus","KIRC","neg","FALSE","pos","TRUE",FALSE,"s"
"s__Bacillus cereus","LUAD","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Bacillus cereus","LUSC","pos","NA","pos","TRUE",FALSE,"s"
"s__Bacillus cereus","READ","neg","FALSE","pos","FALSE",FALSE,"s"
"s__Bacillus cereus","SARC","neg","FALSE","neg","FALSE",FALSE,"s"
"s__Bacillus cereus","SKCM","pos","FALSE","pos","FALSE",FALSE,"s"
"s__Bacillus methanolicus","All","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus methanolicus","BLCA","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus methanolicus","COAD","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus methanolicus","KIRC","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus methanolicus","LUAD","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus methanolicus","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Bacillus methanolicus","READ","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus methanolicus","SARC","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus methanolicus","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus mycoides","All","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus mycoides","BLCA","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus mycoides","COAD","NA","NA","pos","TRUE",FALSE,"s"
"s__Bacillus mycoides","KIRC","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus mycoides","LUAD","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus mycoides","LUSC","pos","NA","neg","FALSE",FALSE,"s"
"s__Bacillus mycoides","READ","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus mycoides","SARC","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus mycoides","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus paranthracis","All","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus paranthracis","BLCA","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus paranthracis","COAD","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus paranthracis","KIRC","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus paranthracis","LUAD","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus paranthracis","LUSC","pos","NA","NA","NA",FALSE,"s"
"s__Bacillus paranthracis","READ","NA","NA","neg","FALSE",FALSE,"s"
"s__Bacillus paranthracis","SARC","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus paranthracis","SKCM","NA","NA","NA","NA",FALSE,"s"
"s__Bacillus pseudomycoides","All","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus pseudomycoides","BLCA","NA","NA","pos","FALSE",FALSE,"s"
"s__Bacillus pseudomycoides","COAD","NA","NA","pos","FALSE",FALSE,"s"
