"microbe","PreNorm.sig","PreNorm.dir","Norm.sig","Norm.dir","consistentEffect"
"s__Acinetobacter junii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Acinetobacter lanii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Acinetobacter lwoffii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Acinetobacter radioresistens","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Acinetobacter schindleri","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Acinetobacter sp. MYb10","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Acinetobacter sp. TTH0-4","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Acinetobacter sp. WCHA45","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Acinetobacter venetianus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Acinetobacter wanghuae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Actinoalloteichus hoggarensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Actinocatenispora thailandica","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Actinomadura sp. WMMB 499","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Actinomarinicola tropica","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Actinomyces sp. HMT 175","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Actinoplanes sp. OR16","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Actinopolymorpha singaporensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Actinosynnema pretiosum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Actinotignum schaalii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Adhaeribacter swui","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Aerosticca soli","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Afipia carboxidovorans","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Agrobacterium rubi","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Agrobacterium tumefaciens","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Akkermansia glycaniphila","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Akkermansia muciniphila","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Alcaligenes faecalis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Alistipes communis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Alistipes dispar","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Alistipes finegoldii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Alistipes onderdonkii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Alistipes shahii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Alloactinosynnema sp. L-07","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Alloprevotella sp. E39","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Aminobacterium colombiense","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Amycolatopsis mediterranei","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Amycolatopsis sp. CA-230715","FALSE","enrichedFF","TRUE","enrichedFF",FALSE
"s__Amycolatopsis sp. YIM 10","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Anaerobutyricum hallii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Anaerococcus mediterraneensis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Anaerococcus prevotii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Anaerocolumna cellulosilytica","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Anaerocolumna sedimenticola","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Anaerolinea sp. 'rifampicinis'","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Anaerolinea thermophila","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Aquaspirillum sp. LM1","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Aquimarina sp. TRL1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Arachidicoccus ginsenosidivorans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Arachidicoccus sp. B3-10","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Arachidicoccus sp. BS20","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Arachnia rubra","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Archangium violaceum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Arcticibacterium luteifluviistationis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Aromatoleum petrolei","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Asaia bogorensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Aspergillus fumigatus","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Aspergillus puulaauensis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Atopobium sp. oral taxon 416","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Aurantimicrobium sp. MWH-Mo1","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Aureliella helgolandensis","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Austwickia chelonae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Babesia bovis","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Bacillus altitudinis","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Bacillus amyloliquefaciens","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Bacillus anthracis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacillus atrophaeus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacillus beveridgei","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacillus cereus","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bacillus methanolicus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacillus mycoides","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacillus paranthracis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bacillus pseudomycoides","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bacillus siamensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bacillus sp. 1NLA3E","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bacillus sp. FJAT-42376","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bacillus sp. M4U3P1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bacillus sp. N1-1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bacillus sp. PAMC26568","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacillus sp. S3","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacillus subtilis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bacillus thuringiensis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Bacillus toyonensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacillus velezensis","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Bacteroides caccae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacteroides cellulosilyticus","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Bacteroides coprosuis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacteroides eggerthii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacteroides intestinalis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacteroides luhongzhouii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacteroides ovatus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacteroides salyersiae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bacteroides uniformis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Barnesiella viscericola","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Besnoitia besnoiti","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bifidobacterium adolescentis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bifidobacterium animalis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bifidobacterium asteroides","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bifidobacterium bifidum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bifidobacterium breve","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bifidobacterium dentium","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bifidobacterium longum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Bifidobacterium pseudocatenulatum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bifidobacterium pseudolongum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bifidobacterium pullorum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bifidobacterium subtile","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bifidobacterium thermophilum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bigelowiella natans","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Blastococcus saxobsidens","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Blautia argi","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Blautia sp. SC05B48","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Bordetella holmesii","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Borrelia anserina","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Borrelia crocidurae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Borrelia sp. A-FGy1","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Borrelia sp. HM","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Botrytis cinerea","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Brachyspira murdochii","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Brettanomyces bruxellensis","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Brettanomyces nanus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Brevefilum fermentans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Bulleidia sp. zg-1006","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Burkholderia ambifaria","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Burkholderia cenocepacia","FALSE","enrichedFF","TRUE","enrichedFF",FALSE
"s__Burkholderia cepacia","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Burkholderia contaminans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Burkholderia glumae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Burkholderia mallei","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Burkholderia metallica","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Burkholderia oklahomensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Burkholderia pseudomallei","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Burkholderia sp. CCGE1003","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Burkholderia sp. DHOD12","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Burkholderia sp. LA-2-3-30-S1-D2","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Burkholderia sp. MS455","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Burkholderia sp. MSMB0266","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Burkholderia stabilis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Burkholderia territorii","FALSE","enrichedFFPE","TRUE","enrichedFFPE",FALSE
"s__Burkholderia vietnamiensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Butyricimonas faecalis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Butyricimonas virosa","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Butyrivibrio fibrisolvens","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Butyrivibrio hungatei","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Caldibacillus thermoamylovorans","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Caldilinea aerophila","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Campylobacter gracilis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Campylobacter rectus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Campylobacter ureolyticus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Candida albicans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Candida dubliniensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Candida orthopsilosis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Candidatus Aquiluna sp. UB-MaderosW2red","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Babela massiliensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Coxiella mudrowiae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Endolissoclinum faulkneri","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Erwinia haradaeae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Candidatus Filomicrobium marinum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Candidatus Hodgkinia cicadicola","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Kuenenia stuttgartiensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Methylopumilus turicensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Mycoplasma haemolamae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Candidatus Nanosynbacter lyticus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Candidatus Nitrosoglobus terrae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Nitrosopelagicus brevis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Candidatus Nitrosotalea okcheonensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Candidatus Nitrospira inopinata","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Paracaedibacter acanthamoebae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Pelagibacter sp. FZCC0015","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Planktophila dulcis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Planktophila lacus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Planktophila sulfonica","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Planktophila versatilis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Profftella armatura","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Protochlamydia naegleriophila","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Rhodoluna planktonica","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Rickettsiella viridis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Candidatus Saccharimonas aalborgensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Sulcia muelleri","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Candidatus Symbiobacter mobilis","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Candidatus Xiphinematobacter sp. Idaho Grape","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Capnocytophaga sputigena","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Caproicibacterium amylolyticum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Caproiciproducens sp. 7D4C2","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Caproiciproducens sp. NJN-50","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Caulifigura coniformis","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Cedecea neteri","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Cercospora beticola","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Cereibacter sphaeroides","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Chondrocystis sp. NIES-4102","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Chondromyces crocatus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Christensenella minuta","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Chroococcidiopsis thermalis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Chryseolinea soli","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Chthonomonas calidirosea","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Citricoccus sp. SGAir0253","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Citrobacter braakii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Clavibacter zhangzhiyongii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Cloacibacillus porcorum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Cloacibacterium caeni","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Clostridioides difficile","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Clostridium acetobutylicum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Clostridium argentinense","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium baratii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium beijerinckii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium bornimense","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium botulinum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Clostridium butyricum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Clostridium drakei","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium estertheticum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium gasigenes","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium intestinale","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Clostridium isatidis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium kluyveri","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Clostridium pasteurianum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium perfringens","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Clostridium saccharobutylicum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium scatologenes","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium septicum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium sp. 'deep sea'","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium sp. AWRP","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Clostridium sp. C1","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium sp. CT4","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium sp. DL-VIII","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Clostridium sp. JN-1","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium sp. JN-9","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium sp. MF28","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium sp. SY8519","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium taeniosporum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium tetani","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium thermarum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Clostridium tyrobutyricum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Colletotrichum higginsianum","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Collimonas arenae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Comamonas aquatica","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Comamonas kerstersii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Comamonas koreensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Comamonas piscis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Comamonas serinivorans","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Comamonas sp. CJ34","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Comamonas sp. NLF-7-7","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Comamonas sp. Y33R10-2","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Comamonas testosteroni","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Conexivisphaera calida","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Coprococcus catus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Corynebacterium amycolatum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Corynebacterium argentoratense","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium atypicum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium aurimucosum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium callunae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium casei","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium choanae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium coyleae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium diphtheriae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Corynebacterium efficiens","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Corynebacterium epidermidicanis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium frankenforstense","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium genitalium","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium glaucum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium glucuronolyticum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium glyciniphilum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium imitans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium incognita","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium jeikeium","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Corynebacterium kefirresidentii","FALSE","enrichedFFPE","TRUE","enrichedFFPE",FALSE
"s__Corynebacterium kroppenstedtii","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Corynebacterium kutscheri","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium liangguodongii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium lizhenjunii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium macginleyi","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Corynebacterium maris","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium matruchotii","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Corynebacterium nuruki","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium propinquum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium riegelii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium sanguinis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium segmentosum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium simulans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium singulare","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium sp. 1864","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium sp. 1959","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium sp. 2039","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Corynebacterium sp. FDAARGOS 1242","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Corynebacterium sp. NML98-0116","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium sp. zg-320","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium sp. zg-917","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium striatum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Corynebacterium suranareeae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium tuberculostearicum","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium urealyticum","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium ureicelerivorans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium variabile","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Corynebacterium xerosis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Coxiella burnetii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Coxiella endosymbiont of Amblyomma sculptum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Croceimicrobium hydrocarbonivorans","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Cronobacter condimenti","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Cronobacter dublinensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
