"gene","n","rank"
"PSTK",83,9839
"PTH1R",83,9840
"RARB",83,9841
"RNF175",83,9842
"RPL26L1",83,9843
"RTN4R",83,9844
"RUFY4",83,9845
"SAPCD1",83,9846
"SCARNA11",83,9847
"SCGB3A1",83,9848
"SCN4B",83,9849
"SH2B2",83,9850
"SIT1",83,9851
"SLC16A10",83,9852
"SLC4A10",83,9853
"SLC6A20",83,9854
"SLC9A4",83,9855
"SNAP25",83,9856
"SNORA38",83,9857
"SNORD114-12",83,9858
"SNORD116-25",83,9859
"SPESP1",83,9860
"SSTR1",83,9861
"ST14",83,9862
"STMN2",83,9863
"STX1A",83,9864
"TBX20",83,9865
"THSD7A",83,9866
"TIGIT",83,9867
"TIMM17B",83,9868
"TINAG",83,9869
"TLCD1",83,9870
"TM4SF4",83,9871
"TMEM53",83,9872
"TOX3",83,9873
"TRPV4",83,9874
"TXK",83,9875
"UGT2B15",83,9876
"UHRF1",83,9877
"UPK2",83,9878
"VIM",83,9879
"VSNL1",83,9880
"WNT4",83,9881
"WWC1",83,9882
"YRDC",83,9883
"ZDHHC12",83,9884
"ZDHHC24",83,9885
"ZMYND12",83,9886
"ZNF593",83,9887
"ADAM12",82,9888
"ADH1C",82,9889
"ADORA2A",82,9890
"AGBL4",82,9891
"ALDH1L1",82,9892
"ALK",82,9893
"AMIGO1",82,9894
"ANK3",82,9895
"BCAT1",82,9896
"BCHE",82,9897
"BCL11B",82,9898
"BDKRB1",82,9899
"BMP7",82,9900
"C14orf119",82,9901
"C17orf67",82,9902
"C1orf226",82,9903
"C1QTNF9B",82,9904
"C4orf48",82,9905
"CASP5",82,9906
"CCDC157",82,9907
"CCDC61",82,9908
"CD28",82,9909
"CD40",82,9910
"CDH1",82,9911
"CENPW",82,9912
"CFHR3",82,9913
"CHST10",82,9914
"CLEC1A",82,9915
"CNTN2",82,9916
"CRADD",82,9917
"CRYL1",82,9918
"CYB5R2",82,9919
"DACT3",82,9920
"DEPDC7",82,9921
"DGAT2",82,9922
"DHRS13",82,9923
"EGFL7",82,9924
"EML5",82,9925
"ENPP5",82,9926
"ESRP1",82,9927
"EYA2",82,9928
"FA2H",82,9929
"FABP4",82,9930
"FAM110B",82,9931
"FAM25C",82,9932
"FAM86C2P",82,9933
"FAXC",82,9934
"FLJ22447",82,9935
"FLT4",82,9936
"FOXL1",82,9937
"FZD2",82,9938
"GALNT12",82,9939
"GOLGA6L1",82,9940
"GPR39",82,9941
"GPRC5B",82,9942
"GRID2",82,9943
"GRIN2A",82,9944
"HAS3",82,9945
"HBA2",82,9946
"HCAR1",82,9947
"HLA-B",82,9948
"HLA-C",82,9949
"HLA-DOB",82,9950
"HOXB3",82,9951
"HSD11B1",82,9952
"IGSF21",82,9953
"IL33",82,9954
"IRX3",82,9955
"ITGAD",82,9956
"KLHL14",82,9957
"KRT6A",82,9958
"LAX1",82,9959
"LGI4",82,9960
"LRP1B",82,9961
"LTC4S",82,9962
"LY6G5C",82,9963
"MACC1",82,9964
"MAPK8IP2",82,9965
"MCOLN2",82,9966
"MYL3",82,9967
"MYZAP",82,9968
"NINJ2",82,9969
"NR1I2",82,9970
"PCDHA1",82,9971
"PIWIL2",82,9972
"PLA2G2D",82,9973
"PPM1E",82,9974
"PRR19",82,9975
"PRSS8",82,9976
"PTGDS",82,9977
"RBM10",82,9978
"RCAN2",82,9979
"RGPD8",82,9980
"S100A3",82,9981
"SALL2",82,9982
"SERHL2",82,9983
"SLC27A2",82,9984
"SLC46A3",82,9985
"SLC47A1",82,9986
"SLC6A4",82,9987
"SLCO4A1",82,9988
"SNHG6",82,9989
"SNORA75",82,9990
"SP5",82,9991
"SRPX",82,9992
"ST6GALNAC5",82,9993
"SYNGR2",82,9994
"TFAP4",82,9995
"TMEM145",82,9996
"TMPRSS6",82,9997
"TNS4",82,9998
"TPSB2",82,9999
"TRAF4",82,10000
"TRAT1",82,10001
"TRIM55",82,10002
"TTYH1",82,10003
"TUBA1B",82,10004
"TUBB8",82,10005
"ZGLP1",82,10006
"ZMAT5",82,10007
"A1BG-AS1",81,10008
"ADAMTS3",81,10009
"ANO4",81,10010
"ANPEP",81,10011
"ARHGAP28",81,10012
"ARMC7",81,10013
"BARX2",81,10014
"C1QTNF3",81,10015
"C4BPB",81,10016
"C9",81,10017
"CCDC3",81,10018
"CCL3L1",81,10019
"CDCA5",81,10020
"CEACAM1",81,10021
"CHAD",81,10022
"CHRNA3",81,10023
"CNTFR",81,10024
"COL4A6",81,10025
"CSPG5",81,10026
"CXCL13",81,10027
"DIO2",81,10028
"DMBT1",81,10029
"DMRTA1",81,10030
"DNALI1",81,10031
"DNM2",81,10032
"EDNRB",81,10033
"ELOVL2",81,10034
"ETNK2",81,10035
"FAM153B",81,10036
"FAM83A",81,10037
"FBXO48",81,10038
"FGL1",81,10039
"FMO3",81,10040
"FOXC2",81,10041
"FSTL4",81,10042
"FZD10",81,10043
"GAGE12B",81,10044
"GCAT",81,10045
"GPR85",81,10046
"GZMA",81,10047
"HMGA2",81,10048
"HOXB9",81,10049
"HOXD13",81,10050
"IGFN1",81,10051
"INHBA",81,10052
"INPP5J",81,10053
"ISOC2",81,10054
"KRTCAP3",81,10055
"L1CAM",81,10056
"LGI2",81,10057
"MAP7D2",81,10058
"METTL7B",81,10059
"MIR3661",81,10060
"MORN3",81,10061
"MOV10L1",81,10062
"MUC20",81,10063
"N4BP3",81,10064
"NELL2",81,10065
"NLRP2",81,10066
"NRG1",81,10067
"OAF",81,10068
"PALM",81,10069
"PALM3",81,10070
"PCDHA13",81,10071
"PCSK2",81,10072
"PDGFRA",81,10073
"PYCARD",81,10074
"RDH16",81,10075
"RGPD2",81,10076
"RIBC2",81,10077
"RIN1",81,10078
"RND2",81,10079
"RNF40",81,10080
"RXFP1",81,10081
"S100A1",81,10082
"SCOC",81,10083
"SDK2",81,10084
"SERPIND1",81,10085
"SFTPD",81,10086
"SLC29A4",81,10087
"SLC2A4",81,10088
"SLC37A4",81,10089
"SLC9A3",81,10090
"SNORA14B",81,10091
"SNORA51",81,10092
"SOX6",81,10093
"SPA17",81,10094
"SPRR2A",81,10095
"STYK1",81,10096
"SYT13",81,10097
"SYTL5",81,10098
"TG",81,10099
"TGM1",81,10100
"TMEM102",81,10101
"TMEM45B",81,10102
"TMEM51",81,10103
"TRHDE",81,10104
"TRPV3",81,10105
"TUFT1",81,10106
"UGT2B7",81,10107
"UNC80",81,10108
"VSTM4",81,10109
"VTCN1",81,10110
"WNT11",81,10111
"ZMYND10",81,10112
"ZNF239",81,10113
"ACSS1",80,10114
"ADAMTSL1",80,10115
"APOH",80,10116
"BCL2L12",80,10117
"BMP4",80,10118
"BMP5",80,10119
"CDCA8",80,10120
"CDKL5",80,10121
"CKMT1B",80,10122
"CKS2",80,10123
"COL13A1",80,10124
"COL21A1",80,10125
"COL2A1",80,10126
"CPB1",80,10127
"CRLF1",80,10128
"CST2",80,10129
"DEPDC4",80,10130
"EGFR",80,10131
"ESPN",80,10132
"ESR1",80,10133
"FABP7",80,10134
"FAM107A",80,10135
"FBXO36",80,10136
"FCER1A",80,10137
"GAS1",80,10138
"GLB1L3",80,10139
"GRIA1",80,10140
"GRIN3A",80,10141
"HDDC3",80,10142
"HPR",80,10143
"HS6ST1",80,10144
"IBSP",80,10145
"IGLL5",80,10146
"IGSF3",80,10147
"IL1B",80,10148
"IQUB",80,10149
"KCNA2",80,10150
"KCTD1",80,10151
"KIF18B",80,10152
"KRT15",80,10153
"LRRN1",80,10154
"LSAMP",80,10155
"LTB",80,10156
"MAP1LC3B2",80,10157
"MAP1LC3C",80,10158
"MDK",80,10159
"MLF1",80,10160
"MYT1",80,10161
"NGFR",80,10162
"NPEPL1",80,10163
"NRIP3",80,10164
"NTPCR",80,10165
"NTS",80,10166
"NUDT10",80,10167
"OCEL1",80,10168
"OLFML3",80,10169
"OTUB2",80,10170
"PCDH20",80,10171
"PCDHA12",80,10172
"PCDHB7",80,10173
"PDCD1LG2",80,10174
"PTPN7",80,10175
"PTPRR",80,10176
"RANBP3L",80,10177
"RHBDD3",80,10178
"RPSA",80,10179
"SFN",80,10180
"SGK3",80,10181
"SLAMF6",80,10182
"SLC38A3",80,10183
"SLC8A3",80,10184
"SNORD101",80,10185
"SOWAHB",80,10186
"SPRR1A",80,10187
"SSTR2",80,10188
"THAP2",80,10189
"TIGD3",80,10190
"TMEM60",80,10191
"TMPRSS5",80,10192
"TPX2",80,10193
"TREM1",80,10194
"TRIB3",80,10195
"UPK1B",80,10196
"VSIG2",80,10197
"ACP6",79,10198
"ALDH1A2",79,10199
"ALPL",79,10200
"AMPH",79,10201
"AMY1A",79,10202
"AQP7",79,10203
"ARHGAP8",79,10204
"AXDND1",79,10205
"BEX2",79,10206
"BMPER",79,10207
"BRSK2",79,10208
"C15orf48",79,10209
"C4B",79,10210
"CADM4",79,10211
"CATSPER1",79,10212
"CBX2",79,10213
"CCDC151",79,10214
"CCNO",79,10215
"CD27",79,10216
"CDHR3",79,10217
"CENPA",79,10218
"CENPV",79,10219
"CHN2",79,10220
"CHRD",79,10221
"CLDN7",79,10222
"DHODH",79,10223
"DPEP1",79,10224
"EDN2",79,10225
"EPHB1",79,10226
"F2RL2",79,10227
"FAM81A",79,10228
"FMOD",79,10229
"FOXD1",79,10230
"FUT2",79,10231
"FZD1",79,10232
"GIPC3",79,10233
"GJB6",79,10234
"GPR143",79,10235
"GPR37L1",79,10236
"HAMP",79,10237
"HEY2",79,10238
"HLA-A",79,10239
"HMGCS2",79,10240
"HOOK1",79,10241
"HOXB2",79,10242
"HSD17B14",79,10243
"HSPA1A",79,10244
"IDO1",79,10245
"IFITM10",79,10246
"IL21R",79,10247
"ITGB8",79,10248
"KHK",79,10249
"LTF",79,10250
"LY86",79,10251
"MACROD2",79,10252
"MBNL3",79,10253
"MIA2",79,10254
"MIR554",79,10255
"MMP17",79,10256
"MUSTN1",79,10257
"NPTX2",79,10258
"NUDT7",79,10259
"OTOGL",79,10260
"P4HA3",79,10261
"PAQR6",79,10262
"PDRG1",79,10263
"PERP",79,10264
"PHACTR3",79,10265
"POP5",79,10266
"PPEF1",79,10267
"PROCR",79,10268
"PSPH",79,10269
"RHCE",79,10270
"RMRP",79,10271
"RNF5",79,10272
"RPP21",79,10273
"RSPH9",79,10274
"SARDH",79,10275
"SCGB1A1",79,10276
"SCUBE2",79,10277
"SELL",79,10278
"SEMA3A",79,10279
"SEMA6D",79,10280
"SHOX2",79,10281
"SLC27A6",79,10282
"SLC2A2",79,10283
"SLC9A5",79,10284
"SLITRK2",79,10285
"SNORA59A",79,10286
"SNORD116-4",79,10287
"SNTG2",79,10288
"SPOCK2",79,10289
"ST18",79,10290
"STBD1",79,10291
"STK32B",79,10292
"TACC3",79,10293
"TBX1",79,10294
"TMEM108",79,10295
"TMEM119",79,10296
"TNFRSF4",79,10297
"TNFRSF9",79,10298
"TNR",79,10299
"TPPP3",79,10300
"TRIL",79,10301
"TSPAN33",79,10302
"UBC",79,10303
"UNC79",79,10304
"VASH2",79,10305
"XIST",79,10306
"ACER2",78,10307
"ACSM1",78,10308
"ANXA8L1",78,10309
"APOM",78,10310
"ARMC6",78,10311
"ASAH2B",78,10312
"ATP8A2",78,10313
"B4GALNT4",78,10314
"BIRC7",78,10315
"BSN",78,10316
"C19orf48",78,10317
"C1QTNF2",78,10318
"C22orf34",78,10319
"CAMSAP3",78,10320
"CBFA2T3",78,10321
"CCDC28B",78,10322
"CD226",78,10323
"CD302",78,10324
"CILP",78,10325
"CLMP",78,10326
"CYP39A1",78,10327
"DPYS",78,10328
"EHF",78,10329
"FAM166B",78,10330
"FAM3B",78,10331
"FLVCR2",78,10332
"GAL3ST4",78,10333
"GJB1",78,10334
"GLB1L2",78,10335
"GPBAR1",78,10336
"GPC3",78,10337
"GPR37",78,10338
"GRHL2",78,10339
"HECW1",78,10340
"HOXD1",78,10341
"HOXD11",78,10342
"HPDL",78,10343
"IGFBP6",78,10344
"ILDR1",78,10345
"JSRP1",78,10346
"KLHDC8A",78,10347
"KRT5",78,10348
"MRPS26",78,10349
"NRGN",78,10350
"NRXN1",78,10351
"OPRL1",78,10352
"OS9",78,10353
"PBK",78,10354
"PCDHGB1",78,10355
"PDGFRL",78,10356
"PKLR",78,10357
"PLA1A",78,10358
"PLA2G2A",78,10359
"PLAC8",78,10360
"PRB2",78,10361
"PRICKLE1",78,10362
"PROM2",78,10363
"PRSS36",78,10364
"RASSF7",78,10365
"SAFB",78,10366
"SDCBP2",78,10367
"SERPINA3",78,10368
"SFRP2",78,10369
"SLC1A7",78,10370
"SLC25A45",78,10371
"SLC35F2",78,10372
"SLC38A4",78,10373
"SLC6A13",78,10374
"SLITRK6",78,10375
"SMPDL3B",78,10376
"SNORD116-26",78,10377
"SNORD7",78,10378
"SNPH",78,10379
"SRXN1",78,10380
"STS",78,10381
"TRAPPC2L",78,10382
"TUBA3D",78,10383
"UBE2C",78,10384
"UGT1A9",78,10385
"VDR",78,10386
"WDR72",78,10387
"WNT2B",78,10388
"WNT7B",78,10389
"ZNF703",78,10390
"ADD2",77,10391
"AMDHD2",77,10392
"ANKS4B",77,10393
"ATP6V0A4",77,10394
"BEGAIN",77,10395
"C16orf89",77,10396
"C5orf30",77,10397
"C9orf16",77,10398
"CACNA1H",77,10399
"CARD14",77,10400
"CENPQ",77,10401
"CHI3L1",77,10402
"CKM",77,10403
"CLEC4G",77,10404
"CLEC5A",77,10405
"COL23A1",77,10406
"CR2",77,10407
"CYP2U1",77,10408
"CYP4F3",77,10409
"CYSLTR1",77,10410
"DHRS11",77,10411
"DIRAS3",77,10412
"DLG2",77,10413
"DNAJC22",77,10414
"DUSP27",77,10415
"ERN2",77,10416
"ERVMER34-1",77,10417
"F2RL1",77,10418
"GMPR",77,10419
"GNG11",77,10420
"GPC6",77,10421
"GRIK4",77,10422
"HILPDA",77,10423
"KIF5C",77,10424
"LIN7A",77,10425
"LRCH2",77,10426
"MIR604",77,10427
"MLXIPL",77,10428
"MMP10",77,10429
"MMP16",77,10430
"MT1L",77,10431
"MUC17",77,10432
"NAALADL1",77,10433
"NLGN3",77,10434
"NMB",77,10435
"NUDT1",77,10436
"PI3",77,10437
"PIGR",77,10438
"POTEF",77,10439
"PPARGC1A",77,10440
"PTPRN",77,10441
"RAB3B",77,10442
"RAB6B",77,10443
"RDH12",77,10444
"REEP2",77,10445
"RIMS3",77,10446
"ROBO2",77,10447
"SAC3D1",77,10448
"SEMA3D",77,10449
"SEMA4A",77,10450
"SHANK2",77,10451
"SLC16A2",77,10452
"SLC16A9",77,10453
"SMAD6",77,10454
"SNORD116-2",77,10455
"SNORD12B",77,10456
"SYT1",77,10457
"TFF3",77,10458
"TMC5",77,10459
"TMEM150C",77,10460
"TRAPPC6A",77,10461
"TSNARE1",77,10462
"VNN1",77,10463
"ACSM2A",76,10464
"AIF1L",76,10465
"ALDH3B2",76,10466
"AMDHD1",76,10467
"ARMC4",76,10468
"ATP8B3",76,10469
"BPIFB1",76,10470
"C19orf25",76,10471
"C1orf53",76,10472
"CCDC141",76,10473
"CDC25A",76,10474
"CDO1",76,10475
"CGN",76,10476
"CHIT1",76,10477
"CLDN11",76,10478
"CMTM8",76,10479
"CNTNAP2",76,10480
"COCH",76,10481
"CREB3L3",76,10482
"CREB3L4",76,10483
"CRHBP",76,10484
"CTSW",76,10485
"CYP2C8",76,10486
"DEGS2",76,10487
"DLGAP3",76,10488
"DNAJC6",76,10489
"DUSP2",76,10490
"DYRK4",76,10491
"ENHO",76,10492
"FASN",76,10493
"FGA",76,10494
"FST",76,10495
"GABRA3",76,10496
"GADD45G",76,10497
"GFRA1",76,10498
"GPR137C",76,10499
"GPRASP2",76,10500
"GTPBP8",76,10501
"GZMK",76,10502
"HNRNPH2",76,10503
"HSPA1B",76,10504
"IGFBP2",76,10505
"IL12A",76,10506
"IQCH",76,10507
"KLB",76,10508
"KRT13",76,10509
"KRT16P3",76,10510
"LRRN2",76,10511
"MEI1",76,10512
"METTL18",76,10513
"MGAT3",76,10514
"MRPS12",76,10515
"MTFP1",76,10516
"MUC4",76,10517
"MYO1A",76,10518
"NMNAT2",76,10519
"NTN1",76,10520
"PAH",76,10521
"PDE11A",76,10522
"PGC",76,10523
"POF1B",76,10524
"PPP1R36",76,10525
"PRSS2",76,10526
"RGN",76,10527
"SERPINC1",76,10528
"SIGLEC11",76,10529
"SLC22A18",76,10530
"SLC6A14",76,10531
"SLC9A3R2",76,10532
"SLCO5A1",76,10533
"SMARCA4",76,10534
"SUPT3H",76,10535
"TCEAL7",76,10536
"TFCP2L1",76,10537
"TLR10",76,10538
"TMEM198",76,10539
"TMEM216",76,10540
"TMUB1",76,10541
"TNFAIP6",76,10542
"TTC22",76,10543
"VCX3B",76,10544
"VTRNA1-1",76,10545
"WNT5A",76,10546
"XKR8",76,10547
"ZCCHC12",76,10548
"ZNF524",76,10549
"ZNF676",76,10550
"ABHD14A-ACY1",75,10551
"ADAM32",75,10552
"ADAMDEC1",75,10553
"ALDH1A3",75,10554
"ALG1L",75,10555
"ANKRD1",75,10556
"ANKRD54",75,10557
"ARHGAP20",75,10558
"ASGR1",75,10559
"ATP2B2",75,10560
"AVPR2",75,10561
"BHMT2",75,10562
"C4BPA",75,10563
"CACNA1B",75,10564
"CCDC114",75,10565
"CD207",75,10566
"CD22",75,10567
"CDCA7",75,10568
"CISD3",75,10569
"CLDN2",75,10570
"CNIH2",75,10571
"COLEC10",75,10572
"CP",75,10573
"CRB3",75,10574
"CRMP1",75,10575
"CXADR",75,10576
"CYB561",75,10577
"CYP21A2",75,10578
"DMGDH",75,10579
"EPHB3",75,10580
"ERBB3",75,10581
"EXPH5",75,10582
"FAM131B",75,10583
"FMN2",75,10584
"GATA2",75,10585
"GLI1",75,10586
"GPR174",75,10587
"GRIN2D",75,10588
"HGF",75,10589
"HPSE2",75,10590
"IGLL1",75,10591
"IL2RB",75,10592
"ITGA10",75,10593
"KCNH2",75,10594
"KRT7",75,10595
"KRT8",75,10596
"KRT81",75,10597
"LAMP3",75,10598
"LANCL2",75,10599
"LRRC17",75,10600
"LYZ",75,10601
"MAP3K15",75,10602
"MRPS36",75,10603
"MYH11",75,10604
"MYO7B",75,10605
"NAGS",75,10606
"NBPF15",75,10607
"NEURL2",75,10608
"NKX2-1",75,10609
"OLFM1",75,10610
"OPCML",75,10611
"PACSIN1",75,10612
"PRRT1",75,10613
"RGPD3",75,10614
"SALL1",75,10615
"SCNN1A",75,10616
"SERPINI1",75,10617
"SH2D2A",75,10618
"SHMT2",75,10619
"SIX1",75,10620
"SLC7A2",75,10621
"SNORD60",75,10622
"SPRR2E",75,10623
"SPSB2",75,10624
"SST",75,10625
"STAC2",75,10626
"STAR",75,10627
"TFPI2",75,10628
"THBS4",75,10629
"TNFSF11",75,10630
"TPRG1",75,10631
"TRPC4",75,10632
"TUBB4A",75,10633
"VEPH1",75,10634
"ZAP70",75,10635
"ZNF385D",75,10636
"ANXA9",74,10637
"ATP1A3",74,10638
"BAMBI",74,10639
"BCL7A",74,10640
"C2orf76",74,10641
"CA8",74,10642
"CAMK4",74,10643
"CD1A",74,10644
"CEACAM21",74,10645
"CHST9",74,10646
"COQ10A",74,10647
"CPA3",74,10648
"CSAG3",74,10649
"CXCL11",74,10650
"DAPL1",74,10651
"DHRS7B",74,10652
"DHRS9",74,10653
"DTYMK",74,10654
"EEF1A1",74,10655
"EFR3B",74,10656
"EPHA3",74,10657
"FCHO1",74,10658
"FOXS1",74,10659
"GAA",74,10660
"GATA6",74,10661
"GBA3",74,10662
"GBP7",74,10663
"GLS2",74,10664
"GPC2",74,10665
"GRM1",74,10666
"HOXD10",74,10667
"IL31RA",74,10668
"JAGN1",74,10669
"KCNS3",74,10670
"KRT17",74,10671
"LRP2",74,10672
"MPZ",74,10673
"MUC1",74,10674
"NBPF9",74,10675
"NEFM",74,10676
"NUDT11",74,10677
"PAK6",74,10678
"PCDH11X",74,10679
"PLCH1",74,10680
"PLGLB2",74,10681
"PNCK",74,10682
"PPM1J",74,10683
"PROM1",74,10684
"PTP4A3",74,10685
"RAB27B",74,10686
"RAB42",74,10687
"RENBP",74,10688
"RPL23P8",74,10689
"SFTPC",74,10690
"SHISA2",74,10691
"SLAIN1",74,10692
"SLC6A1",74,10693
"SLC6A12",74,10694
"SNORA19",74,10695
"SNORD116-24",74,10696
"SPINK1",74,10697
"SUV39H2",74,10698
"TBXA2R",74,10699
"TMEM132B",74,10700
"TWIST1",74,10701
"UGT2B11",74,10702
"AGTR1",73,10703
"AHNAK",73,10704
"APOA1",73,10705
"APOBEC3B",73,10706
"CBLC",73,10707
"CCL20",73,10708
"CCL22",73,10709
"CCNJL",73,10710
"CELP",73,10711
"CFHR4",73,10712
"CLSTN2",73,10713
"COL11A2",73,10714
"COL1A2",73,10715
"CPB2",73,10716
"CRISPLD1",73,10717
"DDC",73,10718
"DDTL",73,10719
"DKK2",73,10720
"DUSP15",73,10721
"ENPP1",73,10722
"F5",73,10723
"GNAL",73,10724
"GPM6B",73,10725
"GRIN2B",73,10726
"GSTA1",73,10727
"GSTM3",73,10728
"HNRNPC",73,10729
"HOXA5",73,10730
"KLHDC9",73,10731
"KLHL30",73,10732
"KLHL4",73,10733
"LGR5",73,10734
"LY75",73,10735
"MEGF10",73,10736
"MZB1",73,10737
"NBL1",73,10738
"NBPF1",73,10739
"NPAS3",73,10740
"ORM2",73,10741
"OSGIN1",73,10742
"OSR2",73,10743
"PARD6B",73,10744
"PAX6",73,10745
"PCDH11Y",73,10746
"PCDHA3",73,10747
"PEBP4",73,10748
"PI15",73,10749
"PKNOX2",73,10750
"PRR7",73,10751
"PTGER2",73,10752
"REEP6",73,10753
"RHOD",73,10754
"SCG3",73,10755
"SFTPA2",73,10756
"SIGLEC5",73,10757
"SLC25A18",73,10758
"SMPD2",73,10759
"SNORD116-14",73,10760
"SNORD116-23",73,10761
"SYVN1",73,10762
"THSD7B",73,10763
"TLR8",73,10764
"TMEM238",73,10765
"TMEM63C",73,10766
"TNN",73,10767
"TPSAB1",73,10768
"WFDC2",73,10769
"AGMAT",72,10770
"ART3",72,10771
"ATP6V1G2",72,10772
"BRF2",72,10773
"C19orf38",72,10774
"C6",72,10775
"CD38",72,10776
"CDC42BPG",72,10777
"CDHR1",72,10778
"CLRN3",72,10779
"COL9A1",72,10780
"CPXM1",72,10781
"F10",72,10782
"FOLR1",72,10783
"FREM2",72,10784
"GSDMA",72,10785
"GSTT2",72,10786
"GTSF1",72,10787
"IL17RD",72,10788
"IRX5",72,10789
"KCNB1",72,10790
"LAD1",72,10791
"MAMSTR",72,10792
"MAT1A",72,10793
"MMP3",72,10794
"MUC2",72,10795
"MYH14",72,10796
"NDUFA4L2",72,10797
"NOTUM",72,10798
"NPC1L1",72,10799
"NPTX1",72,10800
"PDGFD",72,10801
"PEMT",72,10802
"PLEKHB1",72,10803
"PROX1",72,10804
"PTHLH",72,10805
"RANBP2",72,10806
"RUNDC3B",72,10807
"SLC6A6",72,10808
"SNORD116-7",72,10809
"SNORD59A",72,10810
"SOX2",72,10811
"SRPK3",72,10812
"STAP2",72,10813
"STK32C",72,10814
"STRA6",72,10815
"SULT1C2",72,10816
"SYN1",72,10817
"SYT7",72,10818
"TCF21",72,10819
"TM7SF2",72,10820
"TMPRSS4",72,10821
"VCX3A",72,10822
"VMO1",72,10823
"VWA5B2",72,10824
"ABCG2",71,10825
"ACTR5",71,10826
"ANGPT1",71,10827
"AQP3",71,10828
"BANK1",71,10829
"BLK",71,10830
"CD6",71,10831
"COL22A1",71,10832
"DNER",71,10833
"DPP4",71,10834
"ENDOV",71,10835
"EPCAM",71,10836
"EXOSC4",71,10837
"FABP3",71,10838
"FCRL5",71,10839
"FGG",71,10840
"FOXF2",71,10841
"FRAS1",71,10842
"FZD8",71,10843
"GINS2",71,10844
"HABP2",71,10845
"IKZF3",71,10846
"IRX2",71,10847
"KCNT1",71,10848
"KCTD11",71,10849
"LYPD3",71,10850
"MKX",71,10851
"MMP12",71,10852
"NAT14",71,10853
"PCBP2",71,10854
"PCSK1",71,10855
"PON1",71,10856
"PPP1R1B",71,10857
"PTPRZ1",71,10858
"PTX3",71,10859
"PUSL1",71,10860
"RAB11FIP4",71,10861
"RGMA",71,10862
"RGS4",71,10863
"SBSN",71,10864
"SCUBE1",71,10865
"SERPINA6",71,10866
"SLAMF7",71,10867
"SLC35G1",71,10868
"SLC9A2",71,10869
"SNORD12C",71,10870
"SNRPN",71,10871
"ST6GAL2",71,10872
"SULT1C4",71,10873
"SYN3",71,10874
"TGM3",71,10875
"TIMD4",71,10876
"TKTL1",71,10877
"VAT1L",71,10878
"WNT3",71,10879
"ABCA2",70,10880
"ACBD7",70,10881
"ACY3",70,10882
"ANG",70,10883
"ANKRD35",70,10884
"ATP1A2",70,10885
"BIRC5",70,10886
"BMPR1B",70,10887
"CA9",70,10888
"CPS1",70,10889
"CXCL14",70,10890
"CXCL17",70,10891
"CYB561D2",70,10892
"DSCAML1",70,10893
"DSG1",70,10894
"DUSP14",70,10895
"EDA",70,10896
"EFNA3",70,10897
"FAM43A",70,10898
"FXYD1",70,10899
"GOLM1",70,10900
"GPRC5C",70,10901
"GRIN1",70,10902
"GZMM",70,10903
"IZUMO4",70,10904
"KRT6C",70,10905
"LGALS4",70,10906
"MSLN",70,10907
"NR1I3",70,10908
"OTOF",70,10909
"PACSIN2",70,10910
"PAQR5",70,10911
"PCDHA10",70,10912
"PCDHAC2",70,10913
"PCK1",70,10914
"RPL21P28",70,10915
"SLC22A1",70,10916
"SLC26A9",70,10917
"SNCG",70,10918
"SOCS1",70,10919
"SYP",70,10920
"TMEM100",70,10921
"TMEM201",70,10922
"TMPRSS2",70,10923
"TMSB15A",70,10924
"TNFRSF11A",70,10925
"ACTG1",69,10926
"AFF3",69,10927
"AP3B2",69,10928
"AR",69,10929
"BMX",69,10930
"C1QTNF7",69,10931
"CES1P1",69,10932
"CLIC3",69,10933
"CMBL",69,10934
"CPAMD8",69,10935
"CRABP2",69,10936
"CSTA",69,10937
"CTNNA3",69,10938
"CTSE",69,10939
"CYP19A1",69,10940
"FABP6",69,10941
"FAM155A",69,10942
"FTH1",69,10943
"GABRP",69,10944
"GAS2",69,10945
"GPX2",69,10946
"HCN2",69,10947
"HPD",69,10948
"HPN",69,10949
"ID4",69,10950
"IL13RA2",69,10951
"KTI12",69,10952
"LIMD2",69,10953
"MEP1B",69,10954
"MMP9",69,10955
"NAT1",69,10956
"NEFH",69,10957
"NMNAT3",69,10958
"NPM3",69,10959
"OCA2",69,10960
"P2RY6",69,10961
"PCDHA11",69,10962
"PKP3",69,10963
"PLIN1",69,10964
"RAB25",69,10965
"RRAD",69,10966
"RTN4RL2",69,10967
"SCAMP5",69,10968
"SCN3A",69,10969
"SERPINB3",69,10970
"SEZ6L",69,10971
"SNORA26",69,10972
"SNORD116-27",69,10973
"SNORD46",69,10974
"SPINK5",69,10975
"SULT2B1",69,10976
"SYT12",69,10977
"TEKT2",69,10978
"TIMM8A",69,10979
"TMEM130",69,10980
"TMEM191C",69,10981
"TNNI2",69,10982
"ZNF556",69,10983
"ACE2",68,10984
"ATRNL1",68,10985
"BAIAP3",68,10986
"CCL21",68,10987
"CD24",68,10988
"CENPM",68,10989
"COL1A1",68,10990
"COX14",68,10991
"CYP24A1",68,10992
"DPT",68,10993
"EVPL",68,10994
"F11R",68,10995
"FCN3",68,10996
"GAGE12C",68,10997
"HEPHL1",68,10998
"HPGD",68,10999
"ITLN1",68,11000
"JAKMIP2",68,11001
"KCNN4",68,11002
"KLHL35",68,11003
"LAMC3",68,11004
"LRRC15",68,11005
"MB",68,11006
"NAPSA",68,11007
"PPAN",68,11008
"SFTA2",68,11009
