"term","estimate","std.error","statistic","p.value","gene"
"`RNU6-1092P`",NA,NA,NA,NA,"RNU6-1092P"
"`RNU6-1093P`",NA,NA,NA,NA,"RNU6-1093P"
"`RNU6-1094P`",NA,NA,NA,NA,"RNU6-1094P"
"`RNU6-1095P`",NA,NA,NA,NA,"RNU6-1095P"
"`RNU6-1096P`",NA,NA,NA,NA,"RNU6-1096P"
"`RNU6-1097P`",NA,NA,NA,NA,"RNU6-1097P"
"`RNU6-1098P`",NA,NA,NA,NA,"RNU6-1098P"
"`RNU6-1099P`",NA,NA,NA,NA,"RNU6-1099P"
"`RNU6-109P`",NA,NA,NA,NA,"RNU6-109P"
"`RNU6-10P`",NA,NA,NA,NA,"RNU6-10P"
"`RNU6-1100P`",NA,NA,NA,NA,"RNU6-1100P"
"`RNU6-1101P`",NA,NA,NA,NA,"RNU6-1101P"
"`RNU6-1102P`",NA,NA,NA,NA,"RNU6-1102P"
"`RNU6-1103P`",NA,NA,NA,NA,"RNU6-1103P"
"`RNU6-1104P`",NA,NA,NA,NA,"RNU6-1104P"
"`RNU6-1105P`",NA,NA,NA,NA,"RNU6-1105P"
"`RNU6-1106P`",NA,NA,NA,NA,"RNU6-1106P"
"`RNU6-1107P`",NA,NA,NA,NA,"RNU6-1107P"
"`RNU6-1108P`",NA,NA,NA,NA,"RNU6-1108P"
"`RNU6-1109P`",NA,NA,NA,NA,"RNU6-1109P"
"`RNU6-110P`",NA,NA,NA,NA,"RNU6-110P"
"`RNU6-1110P`",NA,NA,NA,NA,"RNU6-1110P"
"`RNU6-1111P`",NA,NA,NA,NA,"RNU6-1111P"
"`RNU6-1112P`",NA,NA,NA,NA,"RNU6-1112P"
"`RNU6-1113P`",NA,NA,NA,NA,"RNU6-1113P"
"`RNU6-1114P`",NA,NA,NA,NA,"RNU6-1114P"
"`RNU6-1115P`",NA,NA,NA,NA,"RNU6-1115P"
"`RNU6-1116P`",NA,NA,NA,NA,"RNU6-1116P"
"`RNU6-1117P`",NA,NA,NA,NA,"RNU6-1117P"
"`RNU6-1118P`",NA,NA,NA,NA,"RNU6-1118P"
"`RNU6-1119P`",NA,NA,NA,NA,"RNU6-1119P"
"`RNU6-111P`",NA,NA,NA,NA,"RNU6-111P"
"`RNU6-1120P`",NA,NA,NA,NA,"RNU6-1120P"
"`RNU6-1121P`",NA,NA,NA,NA,"RNU6-1121P"
"`RNU6-1122P`",NA,NA,NA,NA,"RNU6-1122P"
"`RNU6-1123P`",NA,NA,NA,NA,"RNU6-1123P"
"`RNU6-1124P`",NA,NA,NA,NA,"RNU6-1124P"
"`RNU6-1125P`",NA,NA,NA,NA,"RNU6-1125P"
"`RNU6-1126P`",NA,NA,NA,NA,"RNU6-1126P"
"`RNU6-1127P`",NA,NA,NA,NA,"RNU6-1127P"
"`RNU6-1128P`",NA,NA,NA,NA,"RNU6-1128P"
"`RNU6-1129P`",NA,NA,NA,NA,"RNU6-1129P"
"`RNU6-112P`",NA,NA,NA,NA,"RNU6-112P"
"`RNU6-1130P`",NA,NA,NA,NA,"RNU6-1130P"
"`RNU6-1131P`",NA,NA,NA,NA,"RNU6-1131P"
"`RNU6-1132P`",NA,NA,NA,NA,"RNU6-1132P"
"`RNU6-1133P`",NA,NA,NA,NA,"RNU6-1133P"
"`RNU6-1134P`",NA,NA,NA,NA,"RNU6-1134P"
"`RNU6-1135P`",NA,NA,NA,NA,"RNU6-1135P"
"`RNU6-1136P`",NA,NA,NA,NA,"RNU6-1136P"
"`RNU6-1137P`",NA,NA,NA,NA,"RNU6-1137P"
"`RNU6-1138P`",NA,NA,NA,NA,"RNU6-1138P"
"`RNU6-113P`",NA,NA,NA,NA,"RNU6-113P"
"`RNU6-1140P`",NA,NA,NA,NA,"RNU6-1140P"
"`RNU6-1141P`",NA,NA,NA,NA,"RNU6-1141P"
"`RNU6-1143P`",NA,NA,NA,NA,"RNU6-1143P"
"`RNU6-1144P`",NA,NA,NA,NA,"RNU6-1144P"
"`RNU6-1145P`",NA,NA,NA,NA,"RNU6-1145P"
"`RNU6-1146P`",NA,NA,NA,NA,"RNU6-1146P"
"`RNU6-1147P`",NA,NA,NA,NA,"RNU6-1147P"
"`RNU6-1148P`",NA,NA,NA,NA,"RNU6-1148P"
"`RNU6-1149P`",NA,NA,NA,NA,"RNU6-1149P"
"`RNU6-114P`",NA,NA,NA,NA,"RNU6-114P"
"`RNU6-1150P`",NA,NA,NA,NA,"RNU6-1150P"
"`RNU6-1151P`",NA,NA,NA,NA,"RNU6-1151P"
"`RNU6-1152P`",NA,NA,NA,NA,"RNU6-1152P"
"`RNU6-1153P`",NA,NA,NA,NA,"RNU6-1153P"
"`RNU6-1154P`",NA,NA,NA,NA,"RNU6-1154P"
"`RNU6-1155P`",NA,NA,NA,NA,"RNU6-1155P"
"`RNU6-1156P`",NA,NA,NA,NA,"RNU6-1156P"
"`RNU6-1157P`",NA,NA,NA,NA,"RNU6-1157P"
"`RNU6-1158P`",NA,NA,NA,NA,"RNU6-1158P"
"`RNU6-1159P`",NA,NA,NA,NA,"RNU6-1159P"
"`RNU6-115P`",NA,NA,NA,NA,"RNU6-115P"
"`RNU6-1160P`",NA,NA,NA,NA,"RNU6-1160P"
"`RNU6-1161P`",NA,NA,NA,NA,"RNU6-1161P"
"`RNU6-1162P`",NA,NA,NA,NA,"RNU6-1162P"
"`RNU6-1163P`",NA,NA,NA,NA,"RNU6-1163P"
"`RNU6-1164P`",NA,NA,NA,NA,"RNU6-1164P"
"`RNU6-1165P`",NA,NA,NA,NA,"RNU6-1165P"
"`RNU6-1167P`",NA,NA,NA,NA,"RNU6-1167P"
"`RNU6-1168P`",NA,NA,NA,NA,"RNU6-1168P"
"`RNU6-1169P`",NA,NA,NA,NA,"RNU6-1169P"
"`RNU6-116P`",NA,NA,NA,NA,"RNU6-116P"
"`RNU6-1170P`",NA,NA,NA,NA,"RNU6-1170P"
"`RNU6-1171P`",NA,NA,NA,NA,"RNU6-1171P"
"`RNU6-1172P`",NA,NA,NA,NA,"RNU6-1172P"
"`RNU6-1174P`",NA,NA,NA,NA,"RNU6-1174P"
"`RNU6-1175P`",NA,NA,NA,NA,"RNU6-1175P"
"`RNU6-1176P`",NA,NA,NA,NA,"RNU6-1176P"
"`RNU6-1177P`",NA,NA,NA,NA,"RNU6-1177P"
"`RNU6-1178P`",NA,NA,NA,NA,"RNU6-1178P"
"`RNU6-1179P`",NA,NA,NA,NA,"RNU6-1179P"
"`RNU6-117P`",NA,NA,NA,NA,"RNU6-117P"
"`RNU6-1180P`",NA,NA,NA,NA,"RNU6-1180P"
"`RNU6-1181P`",NA,NA,NA,NA,"RNU6-1181P"
"`RNU6-1183P`",NA,NA,NA,NA,"RNU6-1183P"
"`RNU6-1184P`",NA,NA,NA,NA,"RNU6-1184P"
"`RNU6-1186P`",NA,NA,NA,NA,"RNU6-1186P"
"`RNU6-1187P`",NA,NA,NA,NA,"RNU6-1187P"
"`RNU6-1188P`",NA,NA,NA,NA,"RNU6-1188P"
"`RNU6-1189P`",NA,NA,NA,NA,"RNU6-1189P"
"`RNU6-118P`",NA,NA,NA,NA,"RNU6-118P"
"`RNU6-1190P`",NA,NA,NA,NA,"RNU6-1190P"
"`RNU6-1191P`",NA,NA,NA,NA,"RNU6-1191P"
"`RNU6-1192P`",NA,NA,NA,NA,"RNU6-1192P"
"`RNU6-1193P`",NA,NA,NA,NA,"RNU6-1193P"
"`RNU6-1194P`",NA,NA,NA,NA,"RNU6-1194P"
"`RNU6-1195P`",NA,NA,NA,NA,"RNU6-1195P"
"`RNU6-1196P`",NA,NA,NA,NA,"RNU6-1196P"
"`RNU6-1197P`",NA,NA,NA,NA,"RNU6-1197P"
"`RNU6-1198P`",NA,NA,NA,NA,"RNU6-1198P"
"`RNU6-1199P`",NA,NA,NA,NA,"RNU6-1199P"
"`RNU6-119P`",NA,NA,NA,NA,"RNU6-119P"
"`RNU6-11P`",NA,NA,NA,NA,"RNU6-11P"
"`RNU6-1200P`",NA,NA,NA,NA,"RNU6-1200P"
"`RNU6-1201P`",NA,NA,NA,NA,"RNU6-1201P"
"`RNU6-1203P`",NA,NA,NA,NA,"RNU6-1203P"
"`RNU6-1204P`",NA,NA,NA,NA,"RNU6-1204P"
"`RNU6-1205P`",NA,NA,NA,NA,"RNU6-1205P"
"`RNU6-1206P`",NA,NA,NA,NA,"RNU6-1206P"
"`RNU6-1207P`",NA,NA,NA,NA,"RNU6-1207P"
"`RNU6-1208P`",NA,NA,NA,NA,"RNU6-1208P"
"`RNU6-1209P`",NA,NA,NA,NA,"RNU6-1209P"
"`RNU6-120P`",NA,NA,NA,NA,"RNU6-120P"
"`RNU6-1210P`",NA,NA,NA,NA,"RNU6-1210P"
"`RNU6-1211P`",NA,NA,NA,NA,"RNU6-1211P"
"`RNU6-1212P`",NA,NA,NA,NA,"RNU6-1212P"
"`RNU6-1213P`",NA,NA,NA,NA,"RNU6-1213P"
"`RNU6-1214P`",NA,NA,NA,NA,"RNU6-1214P"
"`RNU6-1215P`",NA,NA,NA,NA,"RNU6-1215P"
"`RNU6-1216P`",NA,NA,NA,NA,"RNU6-1216P"
"`RNU6-1217P`",NA,NA,NA,NA,"RNU6-1217P"
"`RNU6-1218P`",NA,NA,NA,NA,"RNU6-1218P"
"`RNU6-1219P`",NA,NA,NA,NA,"RNU6-1219P"
"`RNU6-121P`",NA,NA,NA,NA,"RNU6-121P"
"`RNU6-1220P`",NA,NA,NA,NA,"RNU6-1220P"
"`RNU6-1222P`",NA,NA,NA,NA,"RNU6-1222P"
"`RNU6-1223P`",NA,NA,NA,NA,"RNU6-1223P"
"`RNU6-1224P`",NA,NA,NA,NA,"RNU6-1224P"
"`RNU6-1225P`",NA,NA,NA,NA,"RNU6-1225P"
"`RNU6-1226P`",NA,NA,NA,NA,"RNU6-1226P"
"`RNU6-1227P`",NA,NA,NA,NA,"RNU6-1227P"
"`RNU6-1228P`",NA,NA,NA,NA,"RNU6-1228P"
"`RNU6-1229P`",NA,NA,NA,NA,"RNU6-1229P"
"`RNU6-122P`",NA,NA,NA,NA,"RNU6-122P"
"`RNU6-1230P`",NA,NA,NA,NA,"RNU6-1230P"
"`RNU6-1231P`",NA,NA,NA,NA,"RNU6-1231P"
"`RNU6-1232P`",NA,NA,NA,NA,"RNU6-1232P"
"`RNU6-1233P`",NA,NA,NA,NA,"RNU6-1233P"
"`RNU6-1234P`",NA,NA,NA,NA,"RNU6-1234P"
"`RNU6-1235P`",NA,NA,NA,NA,"RNU6-1235P"
"`RNU6-1236P`",NA,NA,NA,NA,"RNU6-1236P"
"`RNU6-1237P`",NA,NA,NA,NA,"RNU6-1237P"
"`RNU6-1238P`",NA,NA,NA,NA,"RNU6-1238P"
"`RNU6-1239P`",NA,NA,NA,NA,"RNU6-1239P"
"`RNU6-123P`",NA,NA,NA,NA,"RNU6-123P"
"`RNU6-1240P`",NA,NA,NA,NA,"RNU6-1240P"
"`RNU6-1241P`",NA,NA,NA,NA,"RNU6-1241P"
"`RNU6-1242P`",NA,NA,NA,NA,"RNU6-1242P"
"`RNU6-1243P`",NA,NA,NA,NA,"RNU6-1243P"
"`RNU6-1244P`",NA,NA,NA,NA,"RNU6-1244P"
"`RNU6-1245P`",NA,NA,NA,NA,"RNU6-1245P"
"`RNU6-1246P`",NA,NA,NA,NA,"RNU6-1246P"
"`RNU6-1247P`",NA,NA,NA,NA,"RNU6-1247P"
"`RNU6-1248P`",NA,NA,NA,NA,"RNU6-1248P"
"`RNU6-1249P`",NA,NA,NA,NA,"RNU6-1249P"
"`RNU6-1250P`",NA,NA,NA,NA,"RNU6-1250P"
"`RNU6-1251P`",NA,NA,NA,NA,"RNU6-1251P"
"`RNU6-1252P`",NA,NA,NA,NA,"RNU6-1252P"
"`RNU6-1254P`",NA,NA,NA,NA,"RNU6-1254P"
"`RNU6-1255P`",NA,NA,NA,NA,"RNU6-1255P"
"`RNU6-1256P`",NA,NA,NA,NA,"RNU6-1256P"
"`RNU6-1257P`",NA,NA,NA,NA,"RNU6-1257P"
"`RNU6-1258P`",NA,NA,NA,NA,"RNU6-1258P"
"`RNU6-125P`",NA,NA,NA,NA,"RNU6-125P"
"`RNU6-1260P`",NA,NA,NA,NA,"RNU6-1260P"
"`RNU6-1261P`",NA,NA,NA,NA,"RNU6-1261P"
"`RNU6-1262P`",NA,NA,NA,NA,"RNU6-1262P"
"`RNU6-1263P`",NA,NA,NA,NA,"RNU6-1263P"
"`RNU6-1264P`",NA,NA,NA,NA,"RNU6-1264P"
"`RNU6-1265P`",NA,NA,NA,NA,"RNU6-1265P"
"`RNU6-1266P`",NA,NA,NA,NA,"RNU6-1266P"
"`RNU6-1267P`",NA,NA,NA,NA,"RNU6-1267P"
"`RNU6-1268P`",NA,NA,NA,NA,"RNU6-1268P"
"`RNU6-1269P`",NA,NA,NA,NA,"RNU6-1269P"
"`RNU6-126P`",NA,NA,NA,NA,"RNU6-126P"
"`RNU6-1270P`",NA,NA,NA,NA,"RNU6-1270P"
"`RNU6-1271P`",NA,NA,NA,NA,"RNU6-1271P"
"`RNU6-1272P`",NA,NA,NA,NA,"RNU6-1272P"
"`RNU6-1273P`",NA,NA,NA,NA,"RNU6-1273P"
"`RNU6-1274P`",NA,NA,NA,NA,"RNU6-1274P"
"`RNU6-1275P`",NA,NA,NA,NA,"RNU6-1275P"
"`RNU6-1276P`",NA,NA,NA,NA,"RNU6-1276P"
"`RNU6-1277P`",NA,NA,NA,NA,"RNU6-1277P"
"`RNU6-1278P`",NA,NA,NA,NA,"RNU6-1278P"
"`RNU6-1279P`",NA,NA,NA,NA,"RNU6-1279P"
"`RNU6-127P`",NA,NA,NA,NA,"RNU6-127P"
"`RNU6-1280P`",NA,NA,NA,NA,"RNU6-1280P"
"`RNU6-1281P`",NA,NA,NA,NA,"RNU6-1281P"
"`RNU6-1282P`",NA,NA,NA,NA,"RNU6-1282P"
"`RNU6-1283P`",NA,NA,NA,NA,"RNU6-1283P"
"`RNU6-1284P`",NA,NA,NA,NA,"RNU6-1284P"
"`RNU6-1285P`",NA,NA,NA,NA,"RNU6-1285P"
"`RNU6-1286P`",NA,NA,NA,NA,"RNU6-1286P"
"`RNU6-1287P`",NA,NA,NA,NA,"RNU6-1287P"
"`RNU6-1288P`",NA,NA,NA,NA,"RNU6-1288P"
"`RNU6-1289P`",NA,NA,NA,NA,"RNU6-1289P"
"`RNU6-128P`",NA,NA,NA,NA,"RNU6-128P"
"`RNU6-1290P`",NA,NA,NA,NA,"RNU6-1290P"
"`RNU6-1291P`",NA,NA,NA,NA,"RNU6-1291P"
"`RNU6-1292P`",NA,NA,NA,NA,"RNU6-1292P"
"`RNU6-1293P`",NA,NA,NA,NA,"RNU6-1293P"
"`RNU6-1294P`",NA,NA,NA,NA,"RNU6-1294P"
"`RNU6-1296P`",NA,NA,NA,NA,"RNU6-1296P"
"`RNU6-1297P`",NA,NA,NA,NA,"RNU6-1297P"
"`RNU6-1298P`",NA,NA,NA,NA,"RNU6-1298P"
"`RNU6-1299P`",NA,NA,NA,NA,"RNU6-1299P"
"`RNU6-129P`",NA,NA,NA,NA,"RNU6-129P"
"`RNU6-12P`",NA,NA,NA,NA,"RNU6-12P"
"`RNU6-1300P`",NA,NA,NA,NA,"RNU6-1300P"
"`RNU6-1301P`",NA,NA,NA,NA,"RNU6-1301P"
"`RNU6-1303P`",NA,NA,NA,NA,"RNU6-1303P"
"`RNU6-1304P`",NA,NA,NA,NA,"RNU6-1304P"
"`RNU6-1305P`",NA,NA,NA,NA,"RNU6-1305P"
"`RNU6-1306P`",NA,NA,NA,NA,"RNU6-1306P"
"`RNU6-1307P`",NA,NA,NA,NA,"RNU6-1307P"
"`RNU6-1308P`",NA,NA,NA,NA,"RNU6-1308P"
"`RNU6-1309P`",NA,NA,NA,NA,"RNU6-1309P"
"`RNU6-130P`",NA,NA,NA,NA,"RNU6-130P"
"`RNU6-1310P`",NA,NA,NA,NA,"RNU6-1310P"
"`RNU6-1311P`",NA,NA,NA,NA,"RNU6-1311P"
"`RNU6-1312P`",NA,NA,NA,NA,"RNU6-1312P"
"`RNU6-1313P`",NA,NA,NA,NA,"RNU6-1313P"
"`RNU6-1314P`",NA,NA,NA,NA,"RNU6-1314P"
"`RNU6-1315P`",NA,NA,NA,NA,"RNU6-1315P"
"`RNU6-1316P`",NA,NA,NA,NA,"RNU6-1316P"
"`RNU6-1317P`",NA,NA,NA,NA,"RNU6-1317P"
"`RNU6-1318P`",NA,NA,NA,NA,"RNU6-1318P"
"`RNU6-1319P`",NA,NA,NA,NA,"RNU6-1319P"
"`RNU6-131P`",NA,NA,NA,NA,"RNU6-131P"
"`RNU6-1320P`",NA,NA,NA,NA,"RNU6-1320P"
"`RNU6-1321P`",NA,NA,NA,NA,"RNU6-1321P"
"`RNU6-1322P`",NA,NA,NA,NA,"RNU6-1322P"
"`RNU6-1323P`",NA,NA,NA,NA,"RNU6-1323P"
"`RNU6-1324P`",NA,NA,NA,NA,"RNU6-1324P"
"`RNU6-1325P`",NA,NA,NA,NA,"RNU6-1325P"
"`RNU6-1326P`",NA,NA,NA,NA,"RNU6-1326P"
"`RNU6-1327P`",NA,NA,NA,NA,"RNU6-1327P"
"`RNU6-1328P`",NA,NA,NA,NA,"RNU6-1328P"
"`RNU6-1329P`",NA,NA,NA,NA,"RNU6-1329P"
"`RNU6-132P`",NA,NA,NA,NA,"RNU6-132P"
"`RNU6-1330P`",NA,NA,NA,NA,"RNU6-1330P"
"`RNU6-1331P`",NA,NA,NA,NA,"RNU6-1331P"
"`RNU6-1332P`",NA,NA,NA,NA,"RNU6-1332P"
"`RNU6-1333P`",NA,NA,NA,NA,"RNU6-1333P"
"`RNU6-1334P`",NA,NA,NA,NA,"RNU6-1334P"
"`RNU6-1335P`",NA,NA,NA,NA,"RNU6-1335P"
"`RNU6-1336P`",NA,NA,NA,NA,"RNU6-1336P"
"`RNU6-1337P`",NA,NA,NA,NA,"RNU6-1337P"
"`RNU6-1338P`",NA,NA,NA,NA,"RNU6-1338P"
"`RNU6-1339P`",NA,NA,NA,NA,"RNU6-1339P"
"`RNU6-133P`",NA,NA,NA,NA,"RNU6-133P"
"`RNU6-1340P`",NA,NA,NA,NA,"RNU6-1340P"
"`RNU6-135P`",NA,NA,NA,NA,"RNU6-135P"
"`RNU6-136P`",NA,NA,NA,NA,"RNU6-136P"
"`RNU6-137P`",NA,NA,NA,NA,"RNU6-137P"
"`RNU6-138P`",NA,NA,NA,NA,"RNU6-138P"
"`RNU6-139P`",NA,NA,NA,NA,"RNU6-139P"
"`RNU6-13P`",NA,NA,NA,NA,"RNU6-13P"
"`RNU6-140P`",NA,NA,NA,NA,"RNU6-140P"
"`RNU6-141P`",NA,NA,NA,NA,"RNU6-141P"
"`RNU6-142P`",NA,NA,NA,NA,"RNU6-142P"
"`RNU6-143P`",NA,NA,NA,NA,"RNU6-143P"
"`RNU6-144P`",NA,NA,NA,NA,"RNU6-144P"
"`RNU6-145P`",NA,NA,NA,NA,"RNU6-145P"
"`RNU6-146P`",NA,NA,NA,NA,"RNU6-146P"
"`RNU6-147P`",NA,NA,NA,NA,"RNU6-147P"
"`RNU6-148P`",NA,NA,NA,NA,"RNU6-148P"
"`RNU6-14P`",NA,NA,NA,NA,"RNU6-14P"
"`RNU6-150P`",NA,NA,NA,NA,"RNU6-150P"
"`RNU6-151P`",NA,NA,NA,NA,"RNU6-151P"
"`RNU6-152P`",NA,NA,NA,NA,"RNU6-152P"
"`RNU6-153P`",NA,NA,NA,NA,"RNU6-153P"
"`RNU6-154P`",NA,NA,NA,NA,"RNU6-154P"
"`RNU6-155P`",NA,NA,NA,NA,"RNU6-155P"
"`RNU6-156P`",NA,NA,NA,NA,"RNU6-156P"
"`RNU6-157P`",NA,NA,NA,NA,"RNU6-157P"
"`RNU6-158P`",NA,NA,NA,NA,"RNU6-158P"
"`RNU6-159P`",NA,NA,NA,NA,"RNU6-159P"
"`RNU6-15P`",NA,NA,NA,NA,"RNU6-15P"
"`RNU6-160P`",NA,NA,NA,NA,"RNU6-160P"
"`RNU6-161P`",NA,NA,NA,NA,"RNU6-161P"
"`RNU6-162P`",NA,NA,NA,NA,"RNU6-162P"
"`RNU6-163P`",NA,NA,NA,NA,"RNU6-163P"
"`RNU6-164P`",NA,NA,NA,NA,"RNU6-164P"
"`RNU6-165P`",NA,NA,NA,NA,"RNU6-165P"
"`RNU6-166P`",NA,NA,NA,NA,"RNU6-166P"
"`RNU6-167P`",NA,NA,NA,NA,"RNU6-167P"
"`RNU6-168P`",NA,NA,NA,NA,"RNU6-168P"
"`RNU6-169P`",NA,NA,NA,NA,"RNU6-169P"
"`RNU6-16P`",NA,NA,NA,NA,"RNU6-16P"
"`RNU6-170P`",NA,NA,NA,NA,"RNU6-170P"
"`RNU6-171P`",NA,NA,NA,NA,"RNU6-171P"
"`RNU6-172P`",NA,NA,NA,NA,"RNU6-172P"
"`RNU6-173P`",NA,NA,NA,NA,"RNU6-173P"
"`RNU6-174P`",NA,NA,NA,NA,"RNU6-174P"
"`RNU6-175P`",NA,NA,NA,NA,"RNU6-175P"
"`RNU6-176P`",NA,NA,NA,NA,"RNU6-176P"
"`RNU6-177P`",NA,NA,NA,NA,"RNU6-177P"
"`RNU6-178P`",NA,NA,NA,NA,"RNU6-178P"
"`RNU6-179P`",NA,NA,NA,NA,"RNU6-179P"
"`RNU6-17P`",NA,NA,NA,NA,"RNU6-17P"
"`RNU6-180P`",NA,NA,NA,NA,"RNU6-180P"
"`RNU6-181P`",NA,NA,NA,NA,"RNU6-181P"
"`RNU6-182P`",NA,NA,NA,NA,"RNU6-182P"
"`RNU6-183P`",NA,NA,NA,NA,"RNU6-183P"
"`RNU6-184P`",NA,NA,NA,NA,"RNU6-184P"
"`RNU6-185P`",NA,NA,NA,NA,"RNU6-185P"
"`RNU6-187P`",NA,NA,NA,NA,"RNU6-187P"
"`RNU6-188P`",NA,NA,NA,NA,"RNU6-188P"
"`RNU6-189P`",NA,NA,NA,NA,"RNU6-189P"
"`RNU6-18P`",NA,NA,NA,NA,"RNU6-18P"
"`RNU6-190P`",NA,NA,NA,NA,"RNU6-190P"
"`RNU6-191P`",NA,NA,NA,NA,"RNU6-191P"
"`RNU6-192P`",NA,NA,NA,NA,"RNU6-192P"
"`RNU6-193P`",NA,NA,NA,NA,"RNU6-193P"
"`RNU6-194P`",NA,NA,NA,NA,"RNU6-194P"
"`RNU6-195P`",NA,NA,NA,NA,"RNU6-195P"
"`RNU6-196P`",NA,NA,NA,NA,"RNU6-196P"
"`RNU6-197P`",NA,NA,NA,NA,"RNU6-197P"
"`RNU6-198P`",NA,NA,NA,NA,"RNU6-198P"
"`RNU6-199P`",NA,NA,NA,NA,"RNU6-199P"
"`RNU6-19P`",NA,NA,NA,NA,"RNU6-19P"
"`RNU6-2`",NA,NA,NA,NA,"RNU6-2"
"`RNU6-200P`",NA,NA,NA,NA,"RNU6-200P"
"`RNU6-201P`",NA,NA,NA,NA,"RNU6-201P"
"`RNU6-202P`",NA,NA,NA,NA,"RNU6-202P"
"`RNU6-203P`",NA,NA,NA,NA,"RNU6-203P"
"`RNU6-204P`",NA,NA,NA,NA,"RNU6-204P"
"`RNU6-205P`",NA,NA,NA,NA,"RNU6-205P"
"`RNU6-206P`",NA,NA,NA,NA,"RNU6-206P"
"`RNU6-207P`",NA,NA,NA,NA,"RNU6-207P"
"`RNU6-208P`",NA,NA,NA,NA,"RNU6-208P"
"`RNU6-209P`",NA,NA,NA,NA,"RNU6-209P"
"`RNU6-20P`",NA,NA,NA,NA,"RNU6-20P"
"`RNU6-210P`",NA,NA,NA,NA,"RNU6-210P"
"`RNU6-211P`",NA,NA,NA,NA,"RNU6-211P"
"`RNU6-212P`",NA,NA,NA,NA,"RNU6-212P"
"`RNU6-213P`",NA,NA,NA,NA,"RNU6-213P"
"`RNU6-214P`",NA,NA,NA,NA,"RNU6-214P"
"`RNU6-215P`",NA,NA,NA,NA,"RNU6-215P"
"`RNU6-216P`",NA,NA,NA,NA,"RNU6-216P"
"`RNU6-217P`",NA,NA,NA,NA,"RNU6-217P"
"`RNU6-218P`",NA,NA,NA,NA,"RNU6-218P"
"`RNU6-219P`",NA,NA,NA,NA,"RNU6-219P"
"`RNU6-21P`",NA,NA,NA,NA,"RNU6-21P"
"`RNU6-220P`",NA,NA,NA,NA,"RNU6-220P"
"`RNU6-221P`",NA,NA,NA,NA,"RNU6-221P"
"`RNU6-222P`",NA,NA,NA,NA,"RNU6-222P"
"`RNU6-223P`",NA,NA,NA,NA,"RNU6-223P"
"`RNU6-224P`",NA,NA,NA,NA,"RNU6-224P"
"`RNU6-225P`",NA,NA,NA,NA,"RNU6-225P"
"`RNU6-226P`",NA,NA,NA,NA,"RNU6-226P"
"`RNU6-227P`",NA,NA,NA,NA,"RNU6-227P"
"`RNU6-228P`",NA,NA,NA,NA,"RNU6-228P"
"`RNU6-229P`",NA,NA,NA,NA,"RNU6-229P"
"`RNU6-22P`",NA,NA,NA,NA,"RNU6-22P"
"`RNU6-230P`",NA,NA,NA,NA,"RNU6-230P"
"`RNU6-231P`",NA,NA,NA,NA,"RNU6-231P"
"`RNU6-232P`",NA,NA,NA,NA,"RNU6-232P"
"`RNU6-233P`",NA,NA,NA,NA,"RNU6-233P"
"`RNU6-234P`",NA,NA,NA,NA,"RNU6-234P"
"`RNU6-235P`",NA,NA,NA,NA,"RNU6-235P"
"`RNU6-236P`",NA,NA,NA,NA,"RNU6-236P"
"`RNU6-237P`",NA,NA,NA,NA,"RNU6-237P"
"`RNU6-238P`",NA,NA,NA,NA,"RNU6-238P"
"`RNU6-239P`",NA,NA,NA,NA,"RNU6-239P"
"`RNU6-23P`",NA,NA,NA,NA,"RNU6-23P"
"`RNU6-240P`",NA,NA,NA,NA,"RNU6-240P"
"`RNU6-241P`",NA,NA,NA,NA,"RNU6-241P"
"`RNU6-242P`",NA,NA,NA,NA,"RNU6-242P"
"`RNU6-243P`",NA,NA,NA,NA,"RNU6-243P"
"`RNU6-244P`",NA,NA,NA,NA,"RNU6-244P"
"`RNU6-245P`",NA,NA,NA,NA,"RNU6-245P"
"`RNU6-246P`",NA,NA,NA,NA,"RNU6-246P"
"`RNU6-247P`",NA,NA,NA,NA,"RNU6-247P"
"`RNU6-248P`",NA,NA,NA,NA,"RNU6-248P"
"`RNU6-249P`",NA,NA,NA,NA,"RNU6-249P"
"`RNU6-24P`",NA,NA,NA,NA,"RNU6-24P"
"`RNU6-250P`",NA,NA,NA,NA,"RNU6-250P"
"`RNU6-251P`",NA,NA,NA,NA,"RNU6-251P"
"`RNU6-252P`",NA,NA,NA,NA,"RNU6-252P"
"`RNU6-253P`",NA,NA,NA,NA,"RNU6-253P"
"`RNU6-254P`",NA,NA,NA,NA,"RNU6-254P"
"`RNU6-255P`",NA,NA,NA,NA,"RNU6-255P"
"`RNU6-256P`",NA,NA,NA,NA,"RNU6-256P"
"`RNU6-257P`",NA,NA,NA,NA,"RNU6-257P"
"`RNU6-258P`",NA,NA,NA,NA,"RNU6-258P"
"`RNU6-259P`",NA,NA,NA,NA,"RNU6-259P"
"`RNU6-25P`",NA,NA,NA,NA,"RNU6-25P"
"`RNU6-260P`",NA,NA,NA,NA,"RNU6-260P"
"`RNU6-261P`",NA,NA,NA,NA,"RNU6-261P"
"`RNU6-262P`",NA,NA,NA,NA,"RNU6-262P"
"`RNU6-263P`",NA,NA,NA,NA,"RNU6-263P"
"`RNU6-264P`",NA,NA,NA,NA,"RNU6-264P"
"`RNU6-266P`",NA,NA,NA,NA,"RNU6-266P"
"`RNU6-267P`",NA,NA,NA,NA,"RNU6-267P"
"`RNU6-268P`",NA,NA,NA,NA,"RNU6-268P"
