"term","estimate","std.error","statistic","p.value","gene"
"OR4L1",-254193.181696937,5819336.44406645,-0.0436807845946283,0.965177368014198,"OR4L1"
"OR4M1",6842217.51454181,5493473.05606986,1.24551762513547,0.213560785547615,"OR4M1"
"OR4M2",3209552.13015653,2589994.60866925,1.2392118961999,0.215884177474728,"OR4M2"
"OR4N2",2497710.23810847,3903654.23164518,0.639839004658928,0.52258837130303,"OR4N2"
"OR4N3P",4407621.503255,3450438.07497777,1.27740924702247,0.202087101809741,"OR4N3P"
"OR4N4",7065640.99348696,4983048.92858494,1.41793530321474,0.156870895488178,"OR4N4"
"OR4N5",3512984.56003762,5353419.29485341,0.656213228695702,0.51200738314074,"OR4N5"
"OR4P4",326601.719290691,4954536.95593471,0.0659197261410023,0.947469705916434,"OR4P4"
"OR4Q3",5195746.33941738,4952169.04005551,1.0491859824234,0.294630579560264,"OR4Q3"
"OR4S1",2023729.65296195,5911414.75943894,0.342342693807873,0.732245721879734,"OR4S1"
"OR4S2",-197385.126054726,5429697.89884582,-0.0363528744567324,0.971016391760803,"OR4S2"
"OR4X1",1135435.42079285,5653852.34880083,0.200825092475872,0.84092203224262,"OR4X1"
"OR51A2",2907870.32900106,4740313.58224561,0.61343417023975,0.539885418228335,"OR51A2"
"OR51A4",2582693.53822121,3115863.05645643,0.828885445677585,0.40758907858419,"OR51A4"
"OR51A7",4214606.31499428,4854203.21610309,0.868238540367029,0.38570592683126,"OR51A7"
"OR51B2",7571889.92661299,2520523.90992245,3.00409367148037,0.00280564218395219,"OR51B2"
"OR51B4",6285404.75023865,2095425.46010647,2.99958403193178,0.00284670982151545,"OR51B4"
"OR51B5",7064461.38733445,2534211.19820435,2.78763719154113,0.00552408461084292,"OR51B5"
"OR51B6",4111574.06097885,1804330.45049907,2.27872564021829,0.0231301797143656,"OR51B6"
"OR51D1",785117.210748833,3527263.84003744,0.222585337064125,0.823954738603539,"OR51D1"
"OR51E2",-82421.6041916511,2278971.27401117,-0.0361661444054021,0.97116520366017,"OR51E2"
"OR51F1",-832318.628078504,2825710.36042537,-0.294551996459117,0.768465912405644,"OR51F1"
"OR51F2",2982895.21177497,5201655.54981919,0.573451122091054,0.566612980956084,"OR51F2"
"OR51G2",2570312.04810789,4017957.96677082,0.639706056998307,0.522674740706706,"OR51G2"
"OR51I1",7827093.39375921,1859865.04068277,4.20842008562397,3.08041678373618e-05,"OR51I1"
"OR51I2",2962251.99875718,2271999.47562291,1.30380839896322,0.192935785840712,"OR51I2"
"OR51L1",106333.265018008,3825314.45995572,0.0277972611483656,0.977835624113036,"OR51L1"
"OR51M1",5986154.91800271,1632440.01944138,3.66699838690011,0.000273385478427145,"OR51M1"
"OR51Q1",3832384.67854103,1847518.28916159,2.07434194347281,0.0385901917595849,"OR51Q1"
"OR51S1",2642623.85319384,4258748.967748,0.620516464625348,0.535217943615303,"OR51S1"
"OR51T1",5722523.0550439,5205617.84879751,1.09929757067469,0.272199865857952,"OR51T1"
"OR51V1",1695262.72434283,4715149.76606565,0.359535286989911,0.719355823255162,"OR51V1"
"OR52A1",1732265.70442182,4100589.06453746,0.422443136134445,0.672894375332959,"OR52A1"
"OR52A5",6400165.01153514,5363359.09082167,1.19331279206864,0.233347625928963,"OR52A5"
"OR52B2",2804986.07006159,2597797.54037692,1.07975545686852,0.280803690558514,"OR52B2"
"OR52B4",10544164.265138,5934146.35381539,1.77686286054582,0.0762361404080967,"OR52B4"
"OR52B6",5222947.54795641,1371634.50809343,3.80782746215411,0.000158728488019646,"OR52B6"
"OR52E2",1830369.8804058,6453846.02096054,0.283609164901238,0.776834533133061,"OR52E2"
"OR52E4",3994989.21726458,2959964.23804068,1.34967482577054,0.177768635465507,"OR52E4"
"OR52E6",57265.439696424,2125480.74107168,0.026942347013481,0.97851712906715,"OR52E6"
"OR52E8",5989272.63787827,3492308.50440867,1.7149895635845,0.0870048843170551,"OR52E8"
"OR52H1",2179258.9170057,1939268.3454541,1.12375315263314,0.26169018340896,"OR52H1"
"OR52I1",2832252.31331769,1826751.40040012,1.55043117125699,0.121709703365739,"OR52I1"
"OR52I2",3327782.2196688,2201729.98499709,1.51143975071639,0.131347061987575,"OR52I2"
"OR52J3",5717578.15511151,6067283.46355542,0.942362127870818,0.346490364027645,"OR52J3"
"OR52K1",2017433.20479905,2336692.30949675,0.863371354713596,0.38837274801908,"OR52K1"
"OR52K2",2697837.03192245,2143961.14324494,1.25834231670785,0.208891389559709,"OR52K2"
"OR52L1",2949967.81716918,2459169.25628325,1.19957900808654,0.230905966293832,"OR52L1"
"OR52M1",955276.844657426,4656680.39695167,0.205141165642968,0.837550459903505,"OR52M1"
"OR52N1",3227981.82162258,1834356.57470064,1.75973519333305,0.0791018515410161,"OR52N1"
"OR52N4",1618854.4519959,1760170.88425582,0.91971436777875,0.358192822301476,"OR52N4"
"OR52N5",2923005.56449527,2892116.46158206,1.01068044918783,0.312688315267029,"OR52N5"
"OR52R1",1584511.55585211,3145672.44458009,0.503711554132783,0.614699595147164,"OR52R1"
"OR52W1",-947538.902557161,2338494.1800235,-0.405191901118026,0.685520431805785,"OR52W1"
"OR56A1",4694778.28591628,3170042.93665462,1.48098255441004,0.139279853095611,"OR56A1"
"OR56A3",1529909.4993658,2149883.45218978,0.711624389595397,0.477049698081502,"OR56A3"
"OR56A4",3290803.04999206,3295711.49074847,0.998510658238689,0.318544499261229,"OR56A4"
"OR56A5",2747228.91479317,2601829.863289,1.05588338175209,0.291562786341697,"OR56A5"
"OR56B1",5089178.16914372,1421732.59509597,3.57956073223473,0.000379873051034223,"OR56B1"
"OR56B4",2270808.16344172,1804266.75133562,1.25857673858965,0.208806734067314,"OR56B4"
"OR5A1",1591973.13079841,4229665.00267334,0.376382793860084,0.706801822444724,"OR5A1"
"OR5A2",6178527.09280578,6677157.48597204,0.925322954533598,0.355271788926933,"OR5A2"
"OR5AC2",5258393.63949166,10323300.2534261,0.509371374502695,0.610730494541514,"OR5AC2"
"OR5AK2",4778116.44672746,2914998.10799954,1.63914907306973,0.10184994989432,"OR5AK2"
"OR5AK4P",3097068.75339002,3054964.08818427,1.01378237648311,0.311207096568025,"OR5AK4P"
"OR5AN1",2458655.50551062,4642634.38581429,0.529581978934874,0.596651314384012,"OR5AN1"
"OR5AR1",-813053.517451202,3201674.67287509,-0.253946325133991,0.799647845083718,"OR5AR1"
"OR5AS1",9463471.10246852,15887673.4288973,0.5956486420004,0.551696078098415,"OR5AS1"
"OR5AU1",-854367.25255587,3210066.57511571,-0.266152502623742,0.790238230125004,"OR5AU1"
"OR5B12",2479986.67752213,3229818.51206812,0.767840876586636,0.4429664944949,"OR5B12"
"OR5B17",1241456.07185826,3867408.63874313,0.32100462811753,0.748349268018374,"OR5B17"
"OR5B2",5486526.58808481,4833057.14769618,1.13520829992671,0.256865403810688,"OR5B2"
"OR5B21",7018849.21188943,2381302.87026279,2.94748278328614,0.00336276660124634,"OR5B21"
"OR5B3",2203673.68980818,5947263.76315987,0.370535724925934,0.711149942196014,"OR5B3"
"OR5C1",5893810.78720995,2711367.34770003,2.17374115396406,0.030221962619901,"OR5C1"
"OR5D13",1472487.78331364,6050433.64123199,0.243368966693405,0.8078255397527,"OR5D13"
"OR5D14",3250132.49730941,8361764.72598039,0.388689780664493,0.697681285818511,"OR5D14"
"OR5D16",992744.265881179,5683390.92095548,0.174674640489851,0.861410353568463,"OR5D16"
"OR5D18",6602809.81751189,8206016.63084423,0.804630323644933,0.42143899484512,"OR5D18"
"OR5E1P",1055334.84376378,1812534.72648694,0.582242551462299,0.560681912590719,"OR5E1P"
"OR5F1",4993398.77878857,8530054.46836037,0.585388850365499,0.558566639442752,"OR5F1"
"OR5H1",3390898.59565045,3574839.95814196,0.948545567173555,0.343338208845498,"OR5H1"
"OR5H15",2042951.58182683,3632850.13454596,0.562355039752326,0.57414168160414,"OR5H15"
"OR5H6",4829008.19495871,3998221.25684964,1.2077891354026,0.227734493362901,"OR5H6"
"OR5I1",-407761.385257867,4432133.03037108,-0.0920011611708612,0.926736233412821,"OR5I1"
"OR5J2",3811628.68193681,7142079.62303763,0.53368610868492,0.593810484732645,"OR5J2"
"OR5K1",3575379.66708561,2611662.65319501,1.36900516715343,0.171650151856938,"OR5K1"
"OR5K2",2780758.3435627,1832651.78828306,1.51734135275522,0.129851401031971,"OR5K2"
"OR5K3",1987946.70112176,3358126.60551631,0.591980867503985,0.554147446425153,"OR5K3"
"OR5K4",7122394.13723082,5049128.5861052,1.41061848906583,0.159017235838747,"OR5K4"
"OR5L1",-1206328.18091471,3520178.50171636,-0.342689491548945,0.731984950591936,"OR5L1"
"OR5L2",890989.121952159,4384264.33392609,0.203224316348253,0.839047473117073,"OR5L2"
"OR5M1",2703605.72998544,5078501.12979282,0.532362927739614,0.594725696498183,"OR5M1"
"OR5M10",1445763.6225977,4270856.77557627,0.338518404753252,0.735123410874815,"OR5M10"
"OR5M11",-2432340.38564032,1012779.63922236,-2.40164818825537,0.0167078435905446,"OR5M11"
"OR5M3",3354139.80651415,7009345.57241097,0.478523960883904,0.632499371837809,"OR5M3"
"OR5M8",2423563.45420026,4910917.86598574,0.493505189933327,0.621885704178709,"OR5M8"
"OR5M9",6104670.79887863,9997601.14241171,0.610613557384428,0.541749972803073,"OR5M9"
"OR5P2",2221299.02762953,2069182.75656044,1.07351514533301,0.283589725591088,"OR5P2"
"OR5P3",6176848.42789248,2005371.86505034,3.08015113582809,0.0021899561068511,"OR5P3"
"OR5R1",-1116018.16196418,3020127.90820237,-0.369526786906339,0.711901189177592,"OR5R1"
"OR5T1",446634.235542663,4590171.9139221,0.0973022893081655,0.922527728693783,"OR5T1"
"OR5T2",6476784.01944582,8878033.50471734,0.729529125566419,0.466040695066823,"OR5T2"
"OR5T3",-149265.354026636,4261344.2411294,-0.0350277625041331,0.972072442768206,"OR5T3"
"OR5V1",709461.356664651,3529007.21293062,0.201037094530472,0.840756354402227,"OR5V1"
"OR5W2",-1217644.85555899,4146462.93168218,-0.293658685877847,0.769148079972733,"OR5W2"
"OR6B1",-352127.760433753,2473403.55535224,-0.142365672464479,0.886852053565814,"OR6B1"
"OR6B2",1407499.17438246,3205650.99788382,0.43906812541715,0.660813525408999,"OR6B2"
"OR6B3",3930120.43596168,4516576.75401499,0.870154687943257,0.38465912000667,"OR6B3"
"OR6C1",1858764.36946618,6320512.38371461,0.294084443890255,0.768822931786966,"OR6C1"
"OR6C2",4598159.42052119,4545929.19777688,1.01148944923512,0.312301556830135,"OR6C2"
"OR6C3",462520.199222996,3963017.62308985,0.116709094738363,0.907140329762317,"OR6C3"
"OR6C4",678946.105046797,3956357.37233339,0.171608892006226,0.863818720372695,"OR6C4"
"OR6C6",10451064.6609505,14981416.0400191,0.697601924479839,0.485770389883571,"OR6C6"
"OR6C65",957854.070751041,4833823.6967164,0.19815660041588,0.843008038621815,"OR6C65"
"OR6C68",6142433.36849546,9852028.21418653,0.623468917765643,0.533278220075783,"OR6C68"
"OR6C70",6285195.18624672,4868720.34765404,1.29093370279014,0.197359931501888,"OR6C70"
"OR6C74",7997504.95271422,9966760.59672522,0.802417683769986,0.422716073059172,"OR6C74"
"OR6C75",2020636.13453385,5105783.42511455,0.39575437622259,0.692465435821089,"OR6C75"
"OR6C76",6067450.72511115,6199211.97053896,0.978745484739999,0.328208195085691,"OR6C76"
"OR6F1",5263007.73787682,2938843.20234516,1.79084332695157,0.0739604701234575,"OR6F1"
"OR6K2",1526683.78278927,4162154.48670984,0.366801325530833,0.713931946552099,"OR6K2"
"OR6K3",777870.275278083,3433719.41116232,0.226538683606292,0.820880757616012,"OR6K3"
"OR6K6",9803864.70467046,8499787.7692709,1.1534246466852,0.249321107950534,"OR6K6"
"OR6M1",-3618041.48294629,762387.295196351,-4.74567389270892,2.7603855045724e-06,"OR6M1"
"OR6N1",1846519.09691737,5130370.37739843,0.359919257496907,0.719068843038828,"OR6N1"
"OR6N2",2842769.20977844,5617286.58837324,0.506075160142701,0.613040667495198,"OR6N2"
"OR6P1",2448024.3823119,4394782.66683867,0.557029679939294,0.577771741660269,"OR6P1"
"OR6Q1",8211947.5843649,7550653.52524511,1.08758103611943,0.277336331147996,"OR6Q1"
"OR6S1",6057698.2853026,5701323.19972834,1.06250743434283,0.288549849037107,"OR6S1"
"OR6T1",-3281952.74077811,854860.208934942,-3.83916891495868,0.000140312943646947,"OR6T1"
"OR6X1",-1738271.3476107,2411415.72096913,-0.720850964226154,0.471358839658896,"OR6X1"
"OR6Y1",527495.14774057,4467961.82904417,0.118061695225677,0.906069105011228,"OR6Y1"
"OR7A10",2561718.35749134,2840787.74847889,0.901763378437201,0.36764346930998,"OR7A10"
"OR7A17",4099057.59241112,3948223.61531991,1.03820299754704,0.299708238401849,"OR7A17"
"OR7A5",4163145.66057665,2014850.43474371,2.06623061880332,0.0393528600975904,"OR7A5"
"OR7C1",5497388.02963283,1548007.04632894,3.55126809187966,0.000421940053700955,"OR7C1"
"OR7C2",-137593.674470344,4347664.86761907,-0.0316477186397521,0.974766394581287,"OR7C2"
"OR7E156P",4118710.6725091,4378241.09918318,0.94072267360459,0.347329205649428,"OR7E156P"
"OR7E24",1888861.23772208,1913296.04456023,0.987228946138462,0.324037283642332,"OR7E24"
"OR7E37P",1067824.02298126,3185043.1532813,0.335262026789546,0.737576705466341,"OR7E37P"
"OR7E5P",2878375.00989171,3749148.37059335,0.767741024193228,0.443025768942544,"OR7E5P"
"OR7G1",2090326.66869092,5730631.7562073,0.364763739430076,0.715451494047825,"OR7G1"
"OR7G2",785270.029973381,4954637.87903593,0.158491911850111,0.874137124606263,"OR7G2"
"OR7G3",5726750.62378425,6797202.10789027,0.84251586651169,0.399926874584662,"OR7G3"
"OR8A1",3669328.5837128,3275992.12053336,1.12006636423637,0.263256298367187,"OR8A1"
"OR8B12",3441988.01674153,3416674.39792576,1.00740884727884,0.314255595577801,"OR8B12"
"OR8B2",2357588.81956131,2407372.27768241,0.979320415632174,0.327924430363831,"OR8B2"
"OR8B3",3912218.7959609,2723986.00001414,1.43621105098947,0.151606132433318,"OR8B3"
"OR8B4",6110890.03015473,4273431.6142871,1.42997257981725,0.153387881482968,"OR8B4"
"OR8B8",5592096.84974023,3578280.53020329,1.56278883182547,0.118773886490493,"OR8B8"
"OR8D1",1261037.28574812,2344638.50109642,0.537838683941439,0.59094245739013,"OR8D1"
"OR8D2",5329715.12926189,3625150.84069811,1.47020506551819,0.142173903981809,"OR8D2"
"OR8D4",-3592201.04091068,654320.728586309,-5.48996980222803,6.58254178907977e-08,"OR8D4"
"OR8G1",1606168.38168403,2443471.70593062,0.65733046050243,0.511289538255111,"OR8G1"
"OR8G2",2431175.00269207,2752664.63429252,0.883207846101063,0.377574549164031,"OR8G2"
"OR8G5",2804512.71484651,2572213.93657906,1.09031083105645,0.276133725398911,"OR8G5"
"OR8H1",2604929.93348286,5524702.91424216,0.47150588437391,0.63749784952971,"OR8H1"
"OR8H2",5239159.70284982,6085235.16862029,0.86096256885298,0.38969672383295,"OR8H2"
"OR8H3",1525812.12231824,4393420.87628792,0.347294776731572,0.728525004255901,"OR8H3"
"OR8I2",2683861.51275178,6198916.47256179,0.432956553718917,0.665244522349274,"OR8I2"
"OR8J1",615030.540054872,6173621.71484558,0.0996223235667195,0.920686557408513,"OR8J1"
"OR8J3",4829444.71774265,10808368.9987553,0.446824559588853,0.655207118589451,"OR8J3"
"OR8K1",6411482.18561877,9651610.61293092,0.664291426865985,0.506828875777569,"OR8K1"
"OR8K3",2436557.77333456,4835225.89155651,0.50391808531415,0.614554559525996,"OR8K3"
"OR8K5",3959918.27913065,9065421.19123056,0.436815697318209,0.662445198428384,"OR8K5"
"OR8S1",1774274.42031441,2915033.01005187,0.608663577460772,0.543040881182206,"OR8S1"
"OR8U1",6916031.83945916,16503644.8340899,0.419060874672571,0.675362687628408,"OR8U1"
"OR8U8",5682040.86015558,6586378.30739894,0.862695793494362,0.388743788902264,"OR8U8"
"OR9A2",3490187.78472002,1951870.75974862,1.78812442744391,0.0743986218188815,"OR9A2"
"OR9A4",2112195.58651447,2334720.93230883,0.904688674901155,0.366092852857471,"OR9A4"
"OR9G1",1518975.89616298,4223860.2541109,0.359617933544232,0.719294049724868,"OR9G1"
"OR9G4",2647655.05210025,5324474.62980939,0.497261276685816,0.619236857549454,"OR9G4"
"OR9I1",4280979.65117148,4538689.43593289,0.943219339327094,0.346052279692733,"OR9I1"
"OR9K2",2785759.03478319,5550874.64101958,0.501859475297302,0.616000884318023,"OR9K2"
"OR9Q1",7017033.66459677,9538960.07427273,0.735618307442362,0.462329172712637,"OR9Q1"
"ORAI1",-59486.0288359685,4977574.57380169,-0.0119508061514657,0.990469923501768,"ORAI1"
"ORAI3",808451.916024097,5588833.49658381,0.144654858034018,0.885045258633567,"ORAI3"
"ORC4",-13003020.2349905,7263804.69908702,-1.79011148752731,0.0740781976746753,"ORC4"
"ORM1",-344560.249539613,1227770.50279397,-0.280638970194768,0.779110549965254,"ORM1"
"ORMDL1",-14533820.5724587,7520289.59374321,-1.93261448130278,0.0538829141747236,"ORMDL1"
"OSBP2",-663976.024836889,3480498.95521764,-0.190770356026545,0.848787714872521,"OSBP2"
"OSBPL10",-2850018.41611796,4978835.98797209,-0.572426652133763,0.567306090327932,"OSBPL10"
"OSCP1",2978222.77842511,4273436.7946282,0.696915134481175,0.486199722188947,"OSCP1"
"OSGEP",-14248961.6196966,8477188.39998417,-1.68085937782428,0.0934532059603311,"OSGEP"
"OSR1",3781191.88569707,1527891.13150695,2.47477834495164,0.0136829086377265,"OSR1"
"OSTalpha",-1830400.71613055,2064000.22672562,-0.886821954973495,0.375627350306052,"OSTalpha"
"OSTBETA",-2584964.91620706,1724039.05351896,-1.49936563845862,0.134448754410042,"OSTBETA"
"OSTF1",-1010252.86157794,7134740.50009849,-0.141596300743383,0.887459431722037,"OSTF1"
"OSTM1",5786708.16076974,4677834.44467278,1.23704851661858,0.216685482427963,"OSTM1"
"OSTN",1908736.28475914,2112906.24119709,0.903370082184871,0.366791293986646,"OSTN"
"OTOF",1911825.87564725,2709979.02289772,0.705476263651286,0.480862649831248,"OTOF"
"OTOGL",-1383969.39365974,2818396.16329231,-0.491048565735719,0.62362081538825,"OTOGL"
"OTOL1",3996987.57394097,4632440.38553234,0.862825474543404,0.388672546933716,"OTOL1"
"OTOP1",3366000.53742961,2776917.73184179,1.2121354906676,0.226068211010991,"OTOP1"
"OTOP2",-2371587.1394896,1951996.33277565,-1.21495471055384,0.224992071369159,"OTOP2"
"OTOP3",1742435.38430802,2674405.32242659,0.651522553330488,0.515026986866958,"OTOP3"
"OTOR",8554723.90927777,7603624.44809662,1.12508501276904,0.261126012538182,"OTOR"
"OTOS",5586830.51087276,7853805.68704011,0.711353289538575,0.477217478562684,"OTOS"
"OTP",4594207.55942594,4037382.46044458,1.13791735225403,0.255733496646989,"OTP"
"OTUD4",-2314392.53379562,9142117.43381342,-0.25315716523565,0.800257221706841,"OTUD4"
"OTUD5",15617230.5575866,7112017.99978665,2.19589300224706,0.0285864872919975,"OTUD5"
"OTUD6A",-2485125.64712191,3089914.90595303,-0.804269930648922,0.421646849387406,"OTUD6A"
"OTUD7A",-1618339.81792322,3201976.98631906,-0.505418941122257,0.613501044474136,"OTUD7A"
"OTX2",4902775.16932034,3011644.41639824,1.62793958763026,0.104206394490541,"OTX2"
"OTX2OS1",4096558.35132665,8130324.88649434,0.503861580996798,0.614594237934342,"OTX2OS1"
"OVCA2",-2497284.62807099,3136283.79379974,-0.79625594884238,0.426284427964433,"OVCA2"
"OVCH1",2609481.40693973,2596889.51611641,1.00484883578804,0.315485592492075,"OVCH1"
"OVCH2",7308698.63700237,1911017.31815959,3.82450675226797,0.00014866149351294,"OVCH2"
"OXA1L",7413675.4159249,10855211.0389155,0.682960044659395,0.49496787460264,"OXA1L"
"OXCT1",553142.915804353,3956529.98532449,0.139805060964043,0.888873776793929,"OXCT1"
"OXER1",3685727.98459925,1395552.76100416,2.64105241133787,0.00853955504477728,"OXER1"
"OXGR1",-1800452.35189168,1631587.59373127,-1.10349720653013,0.270374772084277,"OXGR1"
"OXT",2380528.28799316,1933670.16763592,1.23109324839177,0.218902368932018,"OXT"
"P2RX1",383989.818285007,2553094.04924473,0.150401752100985,0.880512045872435,"P2RX1"
"P2RX2",2815602.94363653,2167566.26689343,1.29896971854608,0.194589854329636,"P2RX2"
"P2RX3",-2566980.81685471,2026479.90658197,-1.26671910662287,0.205881784700975,"P2RX3"
"P2RX6",6103183.44956041,1432314.45632536,4.26106391833695,2.45821832201458e-05,"P2RX6"
"P2RX6P",3197541.76965486,2776565.3284047,1.15161769721155,0.250062439056851,"P2RX6P"
"P2RY12",5273374.39372725,750685.06070944,7.02474935193677,7.54643433168537e-12,"P2RY12"
"P2RY2",-1365854.39642817,2329375.67969028,-0.58636071816882,0.557914034961186,"P2RY2"
"P2RY4",2671078.79006161,2551763.4648494,1.04675798789965,0.295748081256772,"P2RY4"
"P2RY8",2009631.38204649,2871138.14292057,0.699942420744082,0.484308824793393,"P2RY8"
"P4HA1",-49751.2168837544,6708605.8211882,-0.00741602923317124,0.994086058990395,"P4HA1"
"PAAF1",-3053874.49783211,7787012.76219754,-0.392175355440189,0.695106047370569,"PAAF1"
"PABPC1L2A",4137178.65591504,3010879.62171979,1.37407640812684,0.170071482053982,"PABPC1L2A"
"PABPC1L2B",4120270.51095849,3031318.58760874,1.35923374329611,0.174722967064105,"PABPC1L2B"
"PABPC1P2",-1887738.03363803,3790968.45540776,-0.497956671452962,0.618746997401893,"PABPC1P2"
"PABPC3",-1169812.41455152,3382806.47923211,-0.34581121377569,0.72963900194454,"PABPC3"
"PABPN1",4024628.15477421,6671730.33623716,0.603236035022975,0.546642047737895,"PABPN1"
"PABPN1L",4403115.89077767,4269194.47554125,1.03136924682248,0.302897000452003,"PABPN1L"
"PACRG",3085508.48110749,1619783.68966508,1.90488921501949,0.0574032871133495,"PACRG"
"PADI2",-4825910.08514276,1884504.72963337,-2.56083734323217,0.0107526111161631,"PADI2"
"PADI3",-1248803.56280977,1316793.75062404,-0.948366866274954,0.343429047204105,"PADI3"
"PADI6",8156289.01791238,6811296.44939904,1.19746498754022,0.231727660048511,"PADI6"
"PAEP",386950.603819976,1309289.95921114,0.295542328952952,0.767709865236337,"PAEP"
"PAFAH2",-8508852.96233529,4435713.21563416,-1.9182603898613,0.0556822511607131,"PAFAH2"
"PAG1",38614.8989724682,3806396.60615501,0.0101447387037986,0.991910103883084,"PAG1"
"PAGE2",795124.355129245,1284619.88354599,0.618956911156029,0.536243988262029,"PAGE2"
"PAGE2B",1566063.65144238,1271306.02848599,1.23185418487114,0.218618198320547,"PAGE2B"
"PAGE3",3191099.54204208,5130218.65257098,0.622020182403507,0.534229574784324,"PAGE3"
"PAGE4",483823.042945308,1872268.02387521,0.258415481531268,0.796199153036353,"PAGE4"
"PAGE5",1083314.46904578,1263666.57855561,0.857278721641929,0.39172684840158,"PAGE5"
"PAIP1",-7702966.6421412,8437943.78731399,-0.912896179010129,0.361764184029003,"PAIP1"
"PAK7",3851400.60184901,2462569.58999459,1.56397635116475,0.118494725340348,"PAK7"
"PALM3",3655391.99666159,1068703.344627,3.42039913605527,0.000679697356174915,"PALM3"
"PANK1",-8108615.90034784,2764375.79340509,-2.93325383607119,0.00351785469566567,"PANK1"
"PANK3",-5959693.05753917,9728777.51198002,-0.612583960338326,0.540447106603043,"PANK3"
"PANK4",-905299.114519218,6567504.72987278,-0.137845216981938,0.890421656562,"PANK4"
"PANX3",6622098.94316981,3702798.61034617,1.78840375619314,0.0743535100413902,"PANX3"
"PAPL",5170609.3825803,2275439.13027858,2.27235671294238,0.0235148892899515,"PAPL"
"PAPOLB",-580179.7570872,3046055.07301825,-0.190469227633602,0.849023520714645,"PAPOLB"
"PAPSS1",-387834.704197907,8701737.70083611,-0.0445697994505903,0.964469104521069,"PAPSS1"
"PAQR8",-6025663.53171975,2700354.12093533,-2.23143456815679,0.0261221756465815,"PAQR8"
"PAQR9",1569620.16402741,2852436.07559702,0.550273563518469,0.582392617534355,"PAQR9"
"`PAR-SN`",8451691.31307667,1007222.98309016,8.39108266488011,5.66422441761006e-16,"PAR-SN"
"PAR1",13481716.3806185,10901343.5020966,1.23670228151472,0.216813925232681,"PAR1"
"PAR4",3709276.13789491,3375546.91510021,1.09886671143624,0.272387587647775,"PAR4"
"PARD3B",-3131732.03554021,4363600.88664517,-0.717694426436869,0.473301522461219,"PARD3B"
"PARK7",1826905.15003462,15727173.3431772,0.116162333190482,0.907573399034942,"PARK7"
"PARL",-5682087.36554569,9021624.36002835,-0.629829744488257,0.529111389822678,"PARL"
"PARP10",2006606.69768643,5310643.47939107,0.377846245087519,0.705715033539386,"PARP10"
"PARP8",3268196.35917497,4085794.3294543,0.799892529003405,0.424176301565634,"PARP8"
"PARP9",-2111915.78819801,6037463.79060227,-0.349801814378639,0.726643793866774,"PARP9"
"PART1",3904308.77472162,3000241.88491707,1.30133133409993,0.193781253526854,"PART1"
"PASD1",2225419.98004846,2749815.02298222,0.809298066033167,0.418752354333869,"PASD1"
"PATE1",4551638.06315789,4109854.71970892,1.10749366427246,0.268645808660235,"PATE1"
"PATE2",6463387.20900957,4646730.47805406,1.39095375544921,0.16489618883382,"PATE2"
"PATE3",5090194.2872373,5612769.95202844,0.906895228335114,0.364925934104603,"PATE3"
"PATE4",4506187.69166513,4058079.34079852,1.11042375302067,0.267383031365158,"PATE4"
"PATL2",342959.675270411,2968011.67776638,0.115551996590697,0.908056856268852,"PATL2"
"PAX1",3896867.93671858,2500174.20494672,1.55863856566812,0.119753592309303,"PAX1"
"PAX2",1841999.10551929,2384576.07990354,0.772463970029341,0.440227114811404,"PAX2"
"PAX3",2749550.92062381,1645059.20497241,1.67139937110648,0.0953070328697575,"PAX3"
"PAX5",1382841.34689585,1946911.7890167,0.710274268560602,0.477885592321984,"PAX5"
"PAX7",4642982.78555129,2280013.47285662,2.03638392528186,0.0422706733690394,"PAX7"
"PAXIP1",-3549009.93605636,7343659.75433223,-0.483275376962106,0.629124793012182,"PAXIP1"
"PBLD",-3745441.76523306,3144809.29185963,-1.19099170017342,0.23425669491171,"PBLD"
"PBX4",-1922509.32522455,3771811.94885191,-0.509704447436659,0.610497273861153,"PBX4"
"PC",8347893.72698342,2482745.51784695,3.36236382946842,0.000835749873460632,"PC"
"PCA3",-506171.113737925,3615605.54405379,-0.13999622126102,0.888722821531177,"PCA3"
"`PCBP1-AS1`",4689969.05147336,2435664.77167625,1.92553963337314,0.0547635926930054,"PCBP1-AS1"
"PCCA",-11097451.3624253,6109053.51580342,-1.81655821703272,0.0699202790096905,"PCCA"
"PCDH15",5448770.33699403,1441721.40225586,3.77935038521892,0.000177418628372975,"PCDH15"
"PCDH20",54998.0339564606,1776830.28515066,0.0309528908957094,0.975320220777645,"PCDH20"
"PCDH8",777443.276654148,2020930.08691192,0.384695780269231,0.700636461584431,"PCDH8"
"PCDHA1",4263418.46521831,1430750.19203067,2.97984825650606,0.00303299301492012,"PCDHA1"
"PCDHA10",4931360.7787195,713997.379061447,6.90669311027696,1.61407262420841e-11,"PCDHA10"
"PCDHA13",4736258.60281873,882255.738521878,5.3683511435741,1.24982774711906e-07,"PCDHA13"
"PCDHA2",2998644.33426178,1643196.61737859,1.82488468059625,0.0686516852424078,"PCDHA2"
"PCDHA8",5333829.91867062,1005857.99360005,5.30276634734531,1.75741433063638e-07,"PCDHA8"
"PCDHA9",5358004.22639158,1316127.42041683,4.07103760872535,5.48921984658934e-05,"PCDHA9"
"PCDHAC1",5449509.86502382,1169013.03938543,4.66163308827482,4.090491952265e-06,"PCDHAC1"
